"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"experiment"
"04/27/2018 19:43:37:811 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","56","0","30"
"[run number]","N","tau","[step]","total-wealth","sum [wealth] of turtles with [ who mod nn = 0 ]","sum [wealth] of turtles with [ who mod nn = 1 ]"
"45","50","0.4","53","4839.6","933.7223004915695","1662.8097757688683"
"46","50","0.45","38","3667.6999999999994","676.7895522777875","1266.513228274993"
"44","50","0.4","62","5347.000000000002","1013.1118030949772","1718.6503428729031"
"47","50","0.45","33","2721.7999999999997","532.323815073815","868.5879786879786"
"45","50","0.4","54","4939.6","944.7223004915694","1681.9875535466463"
"43","50","0.4","92","8625.8","1660.2558174405124","2924.785233644327"
"40","50","0.35","98","9641.549999999996","1783.9682194482507","3173.271583335825"
"46","50","0.45","39","3798.5499999999997","692.6562189444543","1299.2298949416597"
"47","50","0.45","34","2809.150000000001","566.2071484071485","877.5546453546455"
"44","50","0.4","63","5470.4","1047.8755457850357","1754.9906937500962"
"45","50","0.4","55","5046.2","966.3508719201408","1719.0732678323607"
"43","50","0.4","93","8720.800000000005","1676.8558174405127","2960.9852336443273"
"42","50","0.4","69","6467.799999999999","1184.7457199640671","2087.605296547577"
"47","50","0.45","35","2931.550000000001","587.7071484071483","910.6546453546455"
"46","50","0.45","40","3853.8500000000004","704.8506633888989","1322.7521171638818"
"44","50","0.4","64","5602.2","1070.4533235628135","1808.3240270834299"
"41","50","0.4","56","5719.599999999999","1060.158980716566","1883.651989462206"
"45","50","0.4","56","5142.8","988.0937290629979","1752.758982118075"
"47","50","0.45","36","3025.4500000000003","597.1071484071483","948.7046453546455"
"46","50","0.45","41","3870.500000000001","711.0506633888987","1323.152117163882"
"43","50","0.4","94","8740.000000000002","1682.8558174405127","2965.3852336443265"
"40","50","0.35","99","9736.049999999997","1803.2967908768217","3202.6930119072545"
"44","50","0.4","65","5750.8","1082.2533235628134","1885.8573604167627"
"45","50","0.4","57","5240.000000000001","992.6937290629979","1816.9812043402972"
"41","50","0.4","57","5815.799999999998","1080.0666730242583","1910.6673740775907"
"47","50","0.45","37","3172.7000000000007","620.5404817404816","1004.8879786879788"
"46","50","0.45","42","3886.5999999999995","714.7006633888985","1326.0021171638818"
"42","50","0.4","70","6566.399999999999","1200.4184472367945","2125.3689329112135"
"43","50","0.4","95","8788.8","1700.884388869084","2972.956662215756"
"45","50","0.4","58","5250.6","998.293729062998","1815.9812043402972"
"41","50","0.4","58","5836.000000000002","1088.4666730242582","1909.2673740775906"
"44","50","0.4","66","5854.8","1107.1866568961468","1912.1240270834296"
"47","50","0.45","38","3312.549999999999","636.1904817404817","1056.3879786879788"
"46","50","0.45","43","3979.9499999999994","745.3720919603272","1362.137831449596"
"44","50","0.4","67","5955.799999999999","1130.1321114416012","1943.2149361743384"
"40","50","0.35","100","9757.999999999998","1810.5467908768221","3205.2430119072533"
"45","50","0.4","59","5386.799999999999","1034.7603957296647","1848.5812043402973"
"41","50","0.4","59","5852.799999999999","1094.2666730242584","1910.2673740775908"
"42","50","0.4","71","6660.4","1212.6911745095217","2169.205296547577"
"46","50","0.45","44","4073.0500000000006","758.5609808492162","1388.754498116263"
"44","50","0.4","68","6012.6","1142.9765558860458","1957.3482695076716"
"45","50","0.4","60","5477.4","1042.3603957296648","1876.4721134312063"
"41","50","0.4","60","5898.6","1106.4666730242582","1915.8673740775907"
"42","50","0.4","72","6751.600000000001","1218.8911745095215","2207.0052965475766"
"46","50","0.45","45","4205.6","776.6372966386898","1435.6863694612919"
"44","50","0.4","69","6152.200000000002","1177.9765558860458","2010.748269507672"
"47","50","0.45","39","3455.3","653.113209013209","1092.6197968697968"
"45","50","0.4","61","5616.000000000001","1063.1142418835109","1932.5951903542834"
"41","50","0.4","61","5985.6","1135.6666730242582","1930.2673740775908"
"42","50","0.4","73","6844.800000000003","1225.8911745095215","2234.6719632142435"
"48","50","0.45","0","0","0","0"
"44","50","0.4","70","6243.6","1188.2492831587729","2035.9664513258538"
"47","50","0.45","40","3470.7","660.863209013209","1090.769796869797"
"46","50","0.45","46","4302.200000000001","794.8261855275787","1463.203036127959"
"48","50","0.45","1","115.00000000000001","13","50.714285714285715"
"41","50","0.4","62","6122.600000000001","1150.5333396909248","1993.1118185220353"
"45","50","0.4","62","5712.6","1088.8920196612887","1960.0618570209501"
"42","50","0.4","74","6851.399999999999","1228.6911745095213","2235.671963214244"
"48","50","0.45","2","216.55000000000013","26","103.99761904761905"
"44","50","0.4","71","6264.199999999998","1195.8492831587735","2040.1664513258538"
"47","50","0.45","41","3596.8999999999996","690.8409867909868","1122.619796869797"
"41","50","0.4","63","6147.6","1162.7333396909253","1993.5118185220351"
"45","50","0.4","63","5857.000000000001","1113.2951942644631","2015.1602697193628"
"48","50","0.45","3","317","37.55","139.420695970696"
"48","50","0.45","4","372.65","56.65","157.83736263736265"
"47","50","0.45","42","3683.800000000001","697.7909867909868","1164.6467199467202"
"44","50","0.4","72","6399.200000000003","1217.1826164921063","2092.166451325854"
"41","50","0.4","64","6251.8","1180.487185844771","2036.3887415989584"
"45","50","0.4","64","5958.400000000001","1128.409479978749","2056.9602697193623"
"48","50","0.45","5","472.65000000000003","66.85","177.4651404151404"
"47","50","0.45","43","3816.9000000000005","713.8909867909867","1211.4324342324344"
"46","50","0.45","47","4359.3","814.9095188609118","1476.936369461292"
"44","50","0.4","73","6496.600000000001","1242.5826164921064","2113.966451325854"
"41","50","0.4","65","6396.599999999999","1218.887185844771","2076.9887415989583"
"45","50","0.4","65","6093.200000000002","1160.187257756527","2090.4713808304737"
"47","50","0.45","44","3955.2000000000007","733.8576534576536","1269.1657675657677"
"42","50","0.4","75","6896.000000000001","1240.665087553","2246.367615388157"
"43","50","0.4","96","8922.199999999999","1726.9288333135282","3010.7788844379775"
"44","50","0.4","74","6626.400000000001","1258.594381197989","2155.9037062278144"
"41","50","0.4","66","6489.999999999999","1246.9053676629528","2101.4069234171407"
"47","50","0.45","45","3974.2999999999997","744.5076534576533","1269.5657675657678"
"45","50","0.4","66","6221.200000000002","1184.4949500642192","2136.594457753551"
"46","50","0.45","48","4417.05","825.5595188609119","1493.579226604149"
"44","50","0.4","75","6762.4","1291.3181907217984","2215.3513252754333"
"41","50","0.4","67","6625.000000000001","1269.8942565518419","2147.962478972696"
"47","50","0.45","46","4074.850000000001","768.1576534576535","1310.5157675657676"
"45","50","0.4","67","6360","1206.694950064219","2193.5944577535506"
"42","50","0.4","76","6985.200000000001","1274.4365161244284","2252.281901102442"
"47","50","0.45","47","4205.8","808.0985625485625","1348.6566766566768"
"41","50","0.4","68","6716.2","1289.8119036106652","2175.597773090343"
"44","50","0.4","76","6865.200000000001","1311.74676215037","2264.065610989719"
"43","50","0.4","97","9056.6","1749.843119027814","3066.521741580835"
"45","50","0.4","68","6393.000000000001","1218.894950064219","2198.794457753551"
"47","50","0.45","48","4297.050000000001","835.4167443667443","1384.520313020313"
"41","50","0.4","69","6814.6","1300.6119036106652","2206.3977730903434"
"46","50","0.45","49","4514.25","842.559518860912","1531.1792266041493"
"44","50","0.4","77","6965.000000000001","1319.1467621503698","2306.4656109897196"
"45","50","0.4","69","6536.000000000001","1236.2092357785048","2252.975410134503"
"42","50","0.4","77","7122.4000000000015","1295.4650875529999","2303.3676153881565"
"41","50","0.4","70","6954.6","1324.478570277332","2261.3311064236764"
"45","50","0.4","70","6633.2","1254.0092357785047","2277.3754101345025"
"46","50","0.45","50","4614.900000000001","859.4822461336395","1569.9428629677861"
"44","50","0.4","78","7098.4","1350.7585268562523","2354.924434519131"
"43","50","0.4","98","9194.399999999998","1777.0653412500367","3114.87729713639"
"42","50","0.4","78","7225.4","1308.0650875529998","2350.967615388157"
"41","50","0.4","71","7090.4000000000015","1344.0846308833925","2316.9008033933733"
"45","50","0.4","71","6681.399999999998","1268.7048879524177","2288.9493231779816"
"46","50","0.45","51","4741.400000000001","888.7575855001553","1605.2820032392792"
"44","50","0.4","79","7115.6","1358.5585268562522","2356.724434519131"
"43","50","0.4","99","9335.2","1798.4653412500363","3177.6772971363907"
"41","50","0.4","72","7225.000000000004","1363.1905132363336","2359.9478622169026"
"48","50","0.45","6","607.3999999999999","96.8262237762238","219.8556998556999"
"42","50","0.4","79","7247.000000000001","1318.2650875529998","2352.3676153881565"
"45","50","0.4","72","6698.8","1275.5048879524177","2289.349323177981"
"46","50","0.45","52","4793.550000000002","897.5909188334884","1617.9153365726122"
"48","50","0.45","7","695.3000000000003","127.96713286713288","240.7238816738817"
"44","50","0.4","80","7252.199999999999","1383.323362021087","2397.2255334202296"
"47","50","0.45","49","4394.6","845.6167443667443","1418.6560273060272"
"41","50","0.4","73","7317.600000000001","1392.6476560934764","2394.433576502617"
"45","50","0.4","73","6792","1291.9715546190846","2318.7493231779818"
"46","50","0.45","53","4808.199999999999","908.1409188334885","1616.3153365726123"
"41","50","0.4","74","7335.800000000001","1401.4476560934768","2397.6335765026174"
"48","50","0.45","8","832.5","144.28856143856146","301.6524531024531"
"45","50","0.4","74","6888.199999999999","1307.6604435079735","2355.7048787335375"
"47","50","0.45","50","4452.25","860.3881729381729","1430.177455877456"
"48","50","0.45","9","852.6000000000001","153.03856143856146","303.0524531024531"
"46","50","0.45","54","4818.050000000001","913.3409188334883","1615.815336572612"
"41","50","0.4","75","7471.600000000001","1430.6931106389313","2430.879031048072"
"42","50","0.4","80","7339.6","1335.5984208863329","2387.10094872149"
"47","50","0.45","51","4543.050000000001","880.8958652458653","1471.4043789543791"
"48","50","0.45","10","990.7999999999998","188.57745032745035","353.21356421356415"
"43","50","0.4","100","9472.000000000002","1816.5380685227638","3222.9108635699567"
"48","50","0.45","11","1126.5500000000004","208.17348207348206","396.973088023088"
"47","50","0.45","52","4602.7","899.4347541347541","1489.0321567321569"
"41","50","0.4","76","7526.600000000002","1442.529474275295","2448.66084922989"
"42","50","0.4","81","7474.200000000002","1355.5160679451567","2443.359772250902"
"48","50","0.45","12","1137.05","215.92348207348206","397.923088023088"
"48","50","0.45","13","1273.9499999999998","247.02348207348209","434.22308802308805"
"41","50","0.4","77","7665.600000000001","1465.4833204291406","2490.276233845275"
"42","50","0.4","82","7561.6","1368.0049568340455","2479.315327806457"
"49","50","0.45","0","0","0","0"
"48","50","0.45","14","1408.6499999999999","261.99491064491065","489.0088023088023"
"47","50","0.45","53","4737","929.1736430236431","1531.3210456210454"
"49","50","0.45","1","71","13","18"
"41","50","0.4","78","7759.200000000001","1491.6833204291406","2519.076233845275"
"48","50","0.45","15","1432.2000000000003","270.74491064491065","491.40880230880236"
"42","50","0.4","83","7622.800000000002","1387.2049568340458","2490.5819944731243"
"49","50","0.45","2","94.89999999999996","26","16.950000000000003"
"46","50","0.45","55","4908.4000000000015","935.9909188334885","1645.6653365726122"
"45","50","0.4","75","7024.8","1339.4344694819997","2403.4970865257446"
"48","50","0.45","16","1532.2","297.3949106449106","527.5921356421356"
"44","50","0.4","81","7357.000000000002","1403.7519334496587","2413.4541048488018"
"41","50","0.4","79","7891.000000000001","1513.3991099028249","2560.2236022663274"
"47","50","0.45","54","4830.950000000001","954.0351814851814","1572.3479686979686"
"49","50","0.45","3","237.25000000000003","43.372727272727275","73.70353535353536"
"41","50","0.4","80","7907.400000000001","1521.999109902825","2561.4236022663276"
"44","50","0.4","82","7457.000000000001","1419.8246607223857","2458.690468485165"
"42","50","0.4","84","7721.800000000001","1413.4049568340456","2512.981994473124"
"46","50","0.45","56","5033.8","951.7147283572979","1679.3120898193654"
"41","50","0.4","81","7919.0000000000055","1527.3991099028253","2562.6236022663275"
"49","50","0.45","4","257","51.12272727272726","76.10353535353535"
"44","50","0.4","83","7590.800000000001","1447.5579940557193","2500.757135151832"
"47","50","0.45","55","4970.699999999998","972.2351814851817","1616.1868575868573"
"49","50","0.45","5","389.3500000000001","82.46558441558443","117.92496392496393"
"41","50","0.4","82","8006.8","1558.7991099028252","2579.223602266328"
"45","50","0.4","76","7156.200000000002","1365.2136902612203","2449.650333278992"
"44","50","0.4","84","7653.800000000001","1457.1579940557192","2532.4238018184983"
"48","50","0.45","17","1624.25","321.92268842268845","543.9699134199135"
"46","50","0.45","57","5049.650000000001","956.6647283572979","1683.1620898193657"
"41","50","0.4","83","8103.200000000001","1565.399109902825","2615.779157821883"
"47","50","0.45","56","5026.55","981.8851814851814","1636.5868575868574"
"44","50","0.4","85","7784","1489.0818035795287","2570.2809446756414"
"46","50","0.45","58","5189.2","997.5480616906315","1732.0009787082543"
"49","50","0.45","6","478.1499999999999","97.53225108225108","142.6416305916306"
"48","50","0.45","18","1748.2999999999995","345.1330058830058","584.009595959596"
"46","50","0.45","59","5327.400000000001","1021.9480616906313","1775.8509787082544"
"48","50","0.45","19","1882.0000000000002","367.68685203685203","639.7942113442114"
"42","50","0.4","85","7821.000000000001","1423.0049568340455","2553.181994473124"
"41","50","0.4","84","8195.000000000002","1572.999109902825","2664.579157821883"
"47","50","0.45","57","5115.85","1009.5878130641289","1665.4605417973837"
"48","50","0.45","20","1901.7499999999998","377.8868520368521","639.2942113442112"
"46","50","0.45","60","5462.700000000001","1035.0052045477742","1843.7374866447624"
"48","50","0.45","21","1955.7500000000007","393.14069819069823","651.6288267288268"
"45","50","0.4","77","7257.600000000002","1376.61369026122","2495.116999945659"
"48","50","0.45","22","1973.5","401.34069819069816","653.5788267288267"
"44","50","0.4","86","7842.4000000000015","1500.3587266564516","2586.3886369833335"
"46","50","0.45","61","5556.450000000001","1046.1052045477743","1875.920819978096"
"48","50","0.45","23","2099.2499999999995","431.7583452495217","685.7523561405914"
"49","50","0.45","7","611.35","119.55497835497836","182.1325396825397"
"48","50","0.45","24","2230.2500000000005","453.8083452495217","730.5856894739247"
"41","50","0.4","85","8210.000000000002","1578.1991099028248","2668.1791578218827"
"47","50","0.45","58","5255.250000000003","1025.437813064129","1743.4105417973838"
"48","50","0.45","25","2370.9","467.5352683264448","786.47030485854"
"49","50","0.45","8","744.8499999999997","147.039898989899","220.31031746031746"
"41","50","0.4","86","8335","1606.665776569492","2705.779157821883"
"42","50","0.4","86","7834.4","1430.2049568340453","2554.381994473124"
"44","50","0.4","87","7937","1515.7587266564517","2617.388636983334"
"48","50","0.45","26","2392.3499999999995","474.28526832644485","787.4203048585401"
"48","50","0.45","27","2528.45","510.3852683264448","829.9703048585401"
"47","50","0.45","59","5396.099999999999","1055.9655908419065","1791.5772084640505"
"41","50","0.4","87","8389.8","1614.2657765694917","2728.8013800441054"
"45","50","0.4","78","7390.600000000003","1396.322781170311","2543.0624544911125"
"48","50","0.45","28","2543.85","517.7852683264448","831.27030485854"
"49","50","0.45","9","888.9499999999998","163.06262626262622","284.80577200577204"
"44","50","0.4","88","8034.999999999999","1530.5587266564519","2643.1886369833337"
"48","50","0.45","29","2640.4","538.7852683264448","871.7703048585402"
"41","50","0.4","88","8534.6","1641.4657765694915","2792.2013800441055"
"49","50","0.45","10","990.5","175.16262626262628","336.18910533910537"
"48","50","0.45","30","2771.8","575.9078173460526","912.5046185840304"
"47","50","0.45","60","5490.400000000001","1081.727129303445","1812.4387469255892"
"42","50","0.4","87","7964.799999999998","1459.84940127849","2585.6931055842356"
"41","50","0.4","89","8673","1667.5273150310302","2838.103944146669"
"48","50","0.45","31","2865.499999999998","597.091150679386","934.4546185840302"
"49","50","0.45","11","1122.5000000000002","201.80151515151516","378.2724386724387"
"49","50","0.45","12","1218.45","221.29696969696968","409.1133477633478"
"48","50","0.45","32","3006.15","622.1138779521133","989.0409822203939"
"44","50","0.4","89","8047.4","1534.9587266564515","2641.1886369833337"
"45","50","0.4","79","7529.199999999999","1422.8971401446702","2589.2778391064976"
"49","50","0.45","13","1278.1000000000004","238.4969696969697","423.3966810966811"
"41","50","0.4","90","8732.200000000003","1679.32731503103","2852.637277480002"
"48","50","0.45","33","3107","637.53054461878","1022.8743155537272"
"49","50","0.45","14","1289.8500000000001","244.79696969696968","422.24668109668113"
"47","50","0.45","61","5586.049999999999","1102.3604626367785","1853.838746925589"
"49","50","0.45","15","1382.4999999999998","276.1136363636364","442.2966810966811"
"42","50","0.4","88","8098.799999999999","1482.2303536594425","2645.083581774712"
"48","50","0.45","34","3197.200000000001","651.8948303330658","1044.1314584108702"
"49","50","0.45","16","1468.9999999999995","289.0174825174825","474.56591186591186"
"41","50","0.4","91","8747.6","1688.12731503103","2852.0372774800026"
"46","50","0.45","62","5692.450000000002","1062.3694902620598","1931.285755043031"
"45","50","0.4","80","7662.000000000003","1443.1032007507306","2633.526323954982"
"47","50","0.45","62","5713.999999999999","1126.2467371465823","1891.3201194746089"
"44","50","0.4","90","8174.599999999999","1581.914282212007","2664.2775258722227"
"49","50","0.45","17","1596.7499999999995","312.19728049728053","527.4194472194473"
"48","50","0.45","35","3291.5","675.8726081108433","1070.298125077537"
"41","50","0.4","92","8842.400000000001","1717.456726795736","2872.0608068917672"
"42","50","0.4","89","8164.800000000002","1496.6303536594423","2667.0835817747115"
"49","50","0.45","18","1732","332.0417249417249","563.136113886114"
"46","50","0.45","63","5824.400000000002","1087.5583791509487","1978.2246439319197"
"45","50","0.4","81","7753.8","1471.9032007507308","2656.526323954982"
"48","50","0.45","36","3383.4500000000003","689.6764542646895","1101.2173558467675"
"47","50","0.45","63","5806.7","1140.0967371465822","1930.2701194746085"
"44","50","0.4","91","8226.600000000002","1592.5912052889305","2675.3852181799152"
"49","50","0.45","19","1838.6499999999994","342.69172494172494","607.5361138861139"
"42","50","0.4","90","8301.4","1521.4406100696988","2713.5246074157376"
"41","50","0.4","93","8929.800000000001","1739.256726795736","2895.8608068917674"
"49","50","0.45","20","1933.3999999999999","357.6144522144522","630.8542957042957"
"49","50","0.45","21","2020.7999999999997","377.36445221445217","649.2542957042957"
"47","50","0.45","64","5905.249999999999","1163.0745149243603","1950.4478972523866"
"46","50","0.45","64","5967.150000000001","1110.4615537541233","2025.4341677414438"
"45","50","0.4","82","7808.999999999999","1487.036534084064","2667.4596572883156"
"49","50","0.45","22","2111.35","381.5644522144522","694.8185814185813"
"42","50","0.4","91","8396.000000000004","1529.0406100696987","2753.3246074157373"
"41","50","0.4","94","8984.800000000001","1753.677779427315","2907.081859523347"
"49","50","0.45","23","2197","390.48717948717945","737.304945054945"
"48","50","0.45","37","3515.0999999999995","721.0752846740461","1150.3597535075862"
"47","50","0.45","65","6037","1182.6030863529318","1992.1456994501887"
"46","50","0.45","65","6105.250000000001","1142.3591728017425","2070.643691550967"
"42","50","0.4","92","8450.400000000001","1547.3406100696986","2761.2246074157374"
"44","50","0.4","92","8362.600000000002","1606.835649733375","2705.696329291026"
"41","50","0.4","95","9083.000000000002","1774.9854717350072","2930.7433979848847"
"47","50","0.45","66","6127.700000000001","1194.669753019598","2018.3123661168556"
"46","50","0.45","66","6125.55","1148.7591728017424","2073.6936915509673"
"42","50","0.4","93","8542.4","1566.473943403032","2801.624607415737"
"48","50","0.45","38","3570.0499999999997","731.3752846740463","1166.5943688922018"
"41","50","0.4","96","9216.600000000004","1788.5959980507967","2979.471217533757"
"47","50","0.45","67","6139.8","1201.3197530195982","2018.1623661168553"
"46","50","0.45","67","6219.549999999999","1167.6480616906313","2099.7603582176343"
"45","50","0.4","83","7947.000000000002","1502.836534084064","2721.8596572883157"
"44","50","0.4","93","8499","1640.1023164000414","2740.696329291026"
"49","50","0.45","24","2279.6499999999996","394.03717948717946","779.6993894993894"
"42","50","0.4","94","8674.800000000001","1587.7183878474766","2840.1801629712927"
"47","50","0.45","68","6229.250000000001","1220.5374000784216","2047.2476602345025"
"41","50","0.4","97","9353.000000000002","1807.7102837650823","3036.871217533757"
"49","50","0.45","25","2366.1","408.47051282051274","806.3160561660561"
"46","50","0.45","68","6314.549999999999","1181.4519078444775","2142.6872812945576"
"48","50","0.45","39","3589.2499999999995","740.0252846740462","1167.5443688922019"
"45","50","0.4","84","8084.599999999999","1521.5254229729526","2783.623759852418"
"47","50","0.45","69","6242.649999999999","1223.8374000784215","2050.7476602345027"
"42","50","0.4","95","8813.8","1606.1183878474767","2904.8468296379588"
"49","50","0.45","26","2411.649999999999","424.38532763532754","814.704945054945"
"41","50","0.4","98","9370.4","1812.9102837650826","3037.0712175337567"
"49","50","0.45","27","2469.55","431.88532763532754","832.3478021978023"
"48","50","0.45","40","3728.7000000000003","773.7919513407129","1194.1610355588684"
"46","50","0.45","69","6403.750000000002","1206.6519078444776","2168.7539479612237"
"45","50","0.4","85","8102.000000000002","1526.7254229729529","2785.223759852418"
"42","50","0.4","96","8913.400000000001","1636.3365696656583","2941.2104660015953"
"49","50","0.45","28","2613.55","459.40502460502455","894.115984015984"
"41","50","0.4","99","9465","1843.3734416598195","3059.7238491127036"
"44","50","0.4","94","8639.000000000002","1655.9750436727688","2783.696329291027"
"49","50","0.45","29","2711.3","480.2504791504791","920.2341658341658"
"46","50","0.45","70","6495.850000000001","1230.1796856222554","2204.1595035167793"
"45","50","0.4","86","8193.000000000002","1560.525422972953","2806.4237598524182"
"42","50","0.4","97","9010.8","1646.7365696656584","2975.34379933493"
"48","50","0.45","41","3821.3999999999996","790.5308402296018","1218.8777022255354"
"41","50","0.4","100","9594.800000000003","1858.7448702312481","3096.4277452165998"
"49","50","0.45","30","2842.1499999999996","495.06952676952665","946.9508325008323"
"45","50","0.4","87","8330.2","1576.2968515443815","2866.452331280989"
"46","50","0.45","71","6626.95","1251.4835317761015","2248.0825804398564"
"49","50","0.45","31","2857.1000000000004","503.3695267695267","944.9008325008326"
"44","50","0.4","95","8778.4","1678.451966749692","2834.6347908294874"
"42","50","0.4","98","9064.6","1659.8699029989916","2985.4104660015964"
"49","50","0.45","32","2948.1999999999994","519.4695267695267","971.3008325008325"
"50","50","0.45","0","0","0","0"
"45","50","0.4","88","8425.000000000004","1586.6968515443814","2902.7754082040665"
"48","50","0.45","42","3909.899999999999","807.6018928611808","1245.9513864360613"
"46","50","0.45","72","6645.2","1258.3335317761014","2251.932580439856"
"50","50","0.45","1","114","13","52"
"42","50","0.4","99","9195.400000000003","1699.793712522801","3025.3342755254052"
"50","50","0.45","2","177.45","26","66.94999999999999"
"45","50","0.4","89","8529","1605.8968515443814","2945.975408204066"
"44","50","0.4","96","8870.2","1700.0519667496917","2860.0347908294884"
"50","50","0.45","3","188.39999999999998","34.650000000000006","64.45"
"46","50","0.45","73","6702.650000000001","1278.312103204673","2264.7182947255706"
"42","50","0.4","100","9333.399999999998","1713.5079982370871","3076.810466001596"
"50","50","0.45","4","286.15","63.2","88.49999999999999"
"48","50","0.45","43","4042.1000000000004","827.6700247293127","1296.7695183041933"
"45","50","0.4","90","8667.199999999999","1627.0968515443815","2992.698485127143"
"47","50","0.45","70","6327.400000000001","1228.3874000784217","2081.7388367050908"
"50","50","0.45","5","413.2","77.14090909090909","133.1948051948052"
"46","50","0.45","74","6755.049999999999","1289.689026281596","2280.152910110186"
"50","50","0.45","6","469.8","89.9909090909091","158.6948051948052"
"48","50","0.45","44","4177.05","858.1354093446972","1330.2549883896631"
"45","50","0.4","91","8796.200000000004","1650.7086162502642","3039.2396615977314"
"50","50","0.45","7","567.3499999999999","115.7409090909091","186.66147186147185"
"49","50","0.45","33","2999.1499999999996","532.3409553409554","982.6794039294039"
"51","50","0.5","0","0","0","0"
"46","50","0.45","75","6846.15","1312.889026281596","2302.6529101101864"
"44","50","0.4","97","8965.600000000002","1715.324694022419","2896.798427193124"
"50","50","0.45","8","623.45","131.94090909090912","200.51147186147188"
"51","50","0.5","1","151.00000000000006","13","55.76923076923077"
"50","50","0.45","9","762.1","148.3742424242424","243.79480519480518"
"49","50","0.45","34","3091.3500000000004","563.307622007622","995.4127372627373"
"48","50","0.45","45","4320.15","869.3354093446972","1378.3216550563302"
"51","50","0.5","2","260.00000000000006","26","99.7692307692308"
"50","50","0.45","10","899.3999999999999","169.45281385281385","290.45909090909095"
"51","50","0.5","3","351.5","37.705882352941174","136.4162895927602"
"44","50","0.4","98","9059.000000000002","1735.4323863301115","2926.7676579623553"
"46","50","0.45","76","6860.299999999999","1319.739026281596","2300.6029101101863"
"49","50","0.45","35","3190.2000000000003","572.1576220076221","1048.1627372627372"
"48","50","0.45","46","4383.249999999998","883.8798537891416","1393.6049883896635"
"50","50","0.45","11","1031.6999999999998","189.80887445887444","341.18787878787873"
"51","50","0.5","4","490.49999999999994","74.97860962566844","193.32538050185113"
"50","50","0.45","12","1169.7499999999998","212.5588744588744","376.6878787878788"
"51","50","0.5","5","586.5","84.97860962566844","227.88093605740664"
"49","50","0.45","36","3323.95","594.244634994635","1090.5893606393606"
"48","50","0.45","47","4394.550000000002","886.7298537891417","1392.1049883896635"
"44","50","0.4","99","9190.000000000002","1763.1466720443973","2962.60575320045"
"46","50","0.45","77","6951.1500000000015","1343.8505647431343","2325.3682947255706"
"51","50","0.5","6","721.9999999999999","114.52406417112299","266.1991178755884"
"47","50","0.45","71","6452.05","1257.1540667450881","2129.7626462289004"
"45","50","0.4","92","8855.000000000002","1662.3530606947083","3053.5729949310644"
"51","50","0.5","7","805.9999999999999","124.85739750445633","294.8657845422552"
"48","50","0.45","48","4439.750000000001","898.0631871224749","1406.6049883896635"
"44","50","0.4","100","9322.400000000003","1781.346672044397","3020.2057532004505"
"51","50","0.5","8","858.4999999999999","141.88371329393001","304.89210033172884"
"47","50","0.45","72","6587.299999999998","1271.4767940178156","2182.903555319809"
"46","50","0.45","78","7074.900000000001","1362.9338980764678","2355.868294725571"
"51","50","0.5","9","949.4999999999999","162.88371329393001","321.39210033172884"
"45","50","0.4","93","8988.399999999998","1697.3530606947086","3098.791176749247"
"51","50","0.5","10","1042.4999999999998","171.38371329393","349.9830094226379"
"47","50","0.45","73","6689.3","1295.9101273511487","2236.986888653143"
"48","50","0.45","49","4565.399999999999","930.5274728367606","1442.1478455325207"
"52","50","0.5","0","0","0","0"
"51","50","0.5","11","1182.5000000000002","201.31805672827346","398.9476558872844"
"46","50","0.45","79","7209.050000000001","1375.567231409801","2400.1516280589044"
"52","50","0.5","1","116","13","27"
"47","50","0.45","74","6783.049999999998","1318.6555818966035","2263.1277977440523"
"51","50","0.5","12","1277","216.20694561716235","452.7809892206177"
"52","50","0.5","2","221","26","71.94444444444444"
"51","50","0.5","13","1412","238.5402789504957","493.7809892206177"
"52","50","0.5","3","316","47.42857142857143","99.01587301587301"
"46","50","0.45","80","7305.800000000001","1390.867231409801","2438.101628058904"
"50","50","0.45","13","1264.1499999999999","232.61656676656682","407.40710955710955"
"51","50","0.5","14","1425.4999999999995","245.54027895049566","494.78098922061776"
"52","50","0.5","4","447.99999999999994","63.50000000000001","148.0873015873016"
"47","50","0.45","75","6922.7","1340.1737137647353","2307.7255999418544"
"51","50","0.5","15","1479.5000000000005","258.54027895049563","512.7809892206178"
"45","50","0.4","94","9126.600000000002","1711.8863940280419","3143.52451008258"
"52","50","0.5","5","542.5","83.5","167.0873015873016"
"46","50","0.45","81","7401.799999999999","1397.9672314098011","2474.8652644225403"
"52","50","0.5","6","634.5000000000001","96.65384615384616","198.85653235653237"
"51","50","0.5","16","1572.9999999999998","294.6311880414048","535.5991710387996"
"50","50","0.45","14","1360.0000000000002","250.81656676656678","436.4571095571095"
"52","50","0.5","7","719.5","107.92657342657344","234.72016872016874"
"51","50","0.5","17","1709.0000000000002","308.13118804140476","581.4628074024359"
"45","50","0.4","95","9267.800000000001","1730.359121300769","3199.5894451475147"
"52","50","0.5","8","809.5","124.75990675990678","267.0535020535021"
"46","50","0.45","82","7544.8","1434.1276210201909","2527.7159137731896"
"47","50","0.45","76","7012.299999999998","1358.3570470980685","2339.658933275188"
"50","50","0.45","15","1497.1000000000001","281.5620213120213","477.4980186480187"
"51","50","0.5","18","1813.5000000000005","327.1311880414047","625.4628074024358"
