"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"vary mutation-magnitude"
"05/07/2018 23:07:05:844 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","26","0","15"
"[run number]","percent-to-replace","N","mutation-magnitude","tau","p","num-variants","[step]","total-wealth","get-for-pool recent-agent-history 0","get-for-pool recent-agent-history 1","get-for-pool recent-agent-history 2"
"43","1","50","0.4","0","0","1","58","4221.000000000001","40","4","6"
"42","1","50","0.4","0","0","1","53","4043.9999999999995","34","7","9"
"40","1","50","0.35","0","0","1","73","4755.999999999998","27","11","12"
"45","1","50","0.4","0","0","1","16","998.9999999999998","33","10","7"
"39","1","50","0.35","0","0","1","53","3228","31","12","7"
"41","1","50","0.4","0","0","1","66","5115","35","9","6"
"44","1","50","0.4","0","0","1","47","2903.9999999999995","30","12","8"
"46","1","50","0.45","0","0","1","9","397.00000000000017","24","16","10"
"43","1","50","0.4","0","0","1","59","4338","37","7","6"
"42","1","50","0.4","0","0","1","54","4081.999999999999","38","5","7"
"45","1","50","0.4","0","0","1","17","1030","31","12","7"
"40","1","50","0.35","0","0","1","74","4792.000000000002","36","6","8"
"44","1","50","0.4","0","0","1","48","2933.000000000001","29","10","11"
"39","1","50","0.35","0","0","1","54","3339.000000000001","31","12","7"
"41","1","50","0.4","0","0","1","67","5192.000000000001","37","8","5"
"46","1","50","0.45","0","0","1","10","422","25","12","13"
"43","1","50","0.4","0","0","1","60","4374.000000000002","36","7","7"
"45","1","50","0.4","0","0","1","18","1145","35","11","4"
"42","1","50","0.4","0","0","1","55","4124","42","3","5"
"40","1","50","0.35","0","0","1","75","4863","31","10","9"
"41","1","50","0.4","0","0","1","68","5231","39","6","5"
"39","1","50","0.35","0","0","1","55","3411","32","13","5"
"46","1","50","0.45","0","0","1","11","449.0000000000002","27","14","9"
"44","1","50","0.4","0","0","1","49","3003","30","8","12"
"43","1","50","0.4","0","0","1","61","4527","33","9","8"
"45","1","50","0.4","0","0","1","19","1257","32","7","11"
"42","1","50","0.4","0","0","1","56","4248","44","3","3"
"41","1","50","0.4","0","0","1","69","5270","39","6","5"
"39","1","50","0.35","0","0","1","56","3485.0000000000005","34","7","9"
"44","1","50","0.4","0","0","1","50","3036.9999999999986","34","9","7"
"46","1","50","0.45","0","0","1","12","516.9999999999999","28","13","9"
"45","1","50","0.4","0","0","1","20","1292","35","4","11"
"43","1","50","0.4","0","0","1","62","4558.999999999999","32","10","8"
"42","1","50","0.4","0","0","1","57","4330.000000000001","42","6","2"
"41","1","50","0.4","0","0","1","70","5387.999999999998","38","6","6"
"44","1","50","0.4","0","0","1","51","3107.0000000000014","30","9","11"
"46","1","50","0.45","0","0","1","13","546","29","14","7"
"45","1","50","0.4","0","0","1","21","1328.9999999999993","37","4","9"
"40","1","50","0.35","0","0","1","76","4894","31","9","10"
"43","1","50","0.4","0","0","1","63","4595.000000000001","36","8","6"
"42","1","50","0.4","0","0","1","58","4413","43","3","4"
"41","1","50","0.4","0","0","1","71","5461.999999999999","34","9","7"
"46","1","50","0.45","0","0","1","14","615.9999999999999","30","14","6"
"45","1","50","0.4","0","0","1","22","1486.9999999999995","38","6","6"
"40","1","50","0.35","0","0","1","77","4966.000000000001","32","8","10"
"43","1","50","0.4","0","0","1","64","4670.999999999999","36","6","8"
"42","1","50","0.4","0","0","1","59","4453.999999999999","41","5","4"
"46","1","50","0.45","0","0","1","15","688","32","9","9"
"45","1","50","0.4","0","0","1","23","1566.9999999999998","40","5","5"
"41","1","50","0.4","0","0","1","72","5533.999999999999","32","10","8"
"44","1","50","0.4","0","0","1","52","3137.999999999999","31","11","8"
"43","1","50","0.4","0","0","1","65","4829","38","6","6"
"40","1","50","0.35","0","0","1","78","5004.000000000001","38","7","5"
"39","1","50","0.35","0","0","1","57","3513.0000000000005","28","11","11"
"41","1","50","0.4","0","0","1","73","5647.999999999999","34","8","8"
"44","1","50","0.4","0","0","1","53","3177","39","7","4"
"40","1","50","0.35","0","0","1","79","5075","31","12","7"
"46","1","50","0.45","0","0","1","16","722","34","9","7"
"43","1","50","0.4","0","0","1","66","4985.000000000001","36","9","5"
"45","1","50","0.4","0","0","1","24","1722.9999999999995","36","10","4"
"43","1","50","0.4","0","0","1","67","5060.000000000002","35","10","5"
"42","1","50","0.4","0","0","1","60","4489.000000000001","35","5","10"
"39","1","50","0.35","0","0","1","58","3546.000000000001","33","9","8"
"44","1","50","0.4","0","0","1","54","3210.9999999999995","34","7","9"
"40","1","50","0.35","0","0","1","80","5102","27","12","11"
"45","1","50","0.4","0","0","1","25","1797","34","12","4"
"43","1","50","0.4","0","0","1","68","5136.000000000002","36","8","6"
"41","1","50","0.4","0","0","1","74","5683.999999999998","36","9","5"
"46","1","50","0.45","0","0","1","17","798","36","6","8"
"42","1","50","0.4","0","0","1","61","4525.999999999999","37","7","6"
"45","1","50","0.4","0","0","1","26","1914.9999999999995","38","8","4"
"40","1","50","0.35","0","0","1","81","5175.999999999999","34","10","6"
"39","1","50","0.35","0","0","1","59","3578.999999999999","33","13","4"
"44","1","50","0.4","0","0","1","55","3283.0000000000014","32","8","10"
"43","1","50","0.4","0","0","1","69","5248.999999999999","33","6","11"
"41","1","50","0.4","0","0","1","75","5720","36","10","4"
"46","1","50","0.45","0","0","1","18","831.9999999999999","34","11","5"
"45","1","50","0.4","0","0","1","27","1988.0000000000002","33","12","5"
"42","1","50","0.4","0","0","1","62","4562.999999999999","37","7","6"
"40","1","50","0.35","0","0","1","82","5287","31","8","11"
"44","1","50","0.4","0","0","1","56","3360.9999999999995","38","7","5"
"39","1","50","0.35","0","0","1","60","3657.0000000000005","38","10","2"
"43","1","50","0.4","0","0","1","70","5322.999999999999","34","10","6"
"41","1","50","0.4","0","0","1","76","5793","33","8","9"
"46","1","50","0.45","0","0","1","19","865.0000000000002","33","12","5"
"45","1","50","0.4","0","0","1","28","2063.999999999999","36","10","4"
"42","1","50","0.4","0","0","1","63","4598.000000000001","35","9","6"
"40","1","50","0.35","0","0","1","83","5364.999999999999","38","7","5"
"44","1","50","0.4","0","0","1","57","3520.9999999999995","40","5","5"
"39","1","50","0.35","0","0","1","61","3694.0000000000005","37","6","7"
"43","1","50","0.4","0","0","1","71","5434","31","9","10"
"46","1","50","0.45","0","0","1","20","1017.0000000000001","32","7","11"
"41","1","50","0.4","0","0","1","77","5824","31","12","7"
"45","1","50","0.4","0","0","1","29","2138","34","11","5"
"42","1","50","0.4","0","0","1","64","4708","30","8","12"
"40","1","50","0.35","0","0","1","84","5476.999999999998","32","12","6"
"44","1","50","0.4","0","0","1","58","3602.000000000001","41","7","2"
"46","1","50","0.45","0","0","1","21","1170.9999999999998","34","8","8"
"43","1","50","0.4","0","0","1","72","5466.000000000002","32","10","8"
"39","1","50","0.35","0","0","1","62","3767","33","11","6"
"45","1","50","0.4","0","0","1","30","2173.9999999999995","36","8","6"
"42","1","50","0.4","0","0","1","65","4737.999999999999","30","10","10"
"41","1","50","0.4","0","0","1","78","5856","32","9","9"
"44","1","50","0.4","0","0","1","59","3756.9999999999995","35","8","7"
"40","1","50","0.35","0","0","1","85","5510.999999999998","34","8","8"
"46","1","50","0.45","0","0","1","22","1281","30","12","8"
"43","1","50","0.4","0","0","1","73","5496.000000000001","30","11","9"
"45","1","50","0.4","0","0","1","31","2202","28","15","7"
"39","1","50","0.35","0","0","1","63","3922.000000000001","35","9","6"
"42","1","50","0.4","0","0","1","66","4884.999999999998","27","10","13"
"44","1","50","0.4","0","0","1","60","3873.9999999999986","37","9","4"
"40","1","50","0.35","0","0","1","86","5586.999999999997","36","6","8"
"46","1","50","0.45","0","0","1","23","1355.9999999999995","35","8","7"
"41","1","50","0.4","0","0","1","79","5886.999999999999","31","10","9"
"43","1","50","0.4","0","0","1","74","5648","32","9","9"
"45","1","50","0.4","0","0","1","32","2277","35","9","6"
"39","1","50","0.35","0","0","1","64","3997.000000000001","35","11","4"
"42","1","50","0.4","0","0","1","67","4957.999999999997","33","6","11"
"44","1","50","0.4","0","0","1","61","4032.999999999999","39","7","4"
"40","1","50","0.35","0","0","1","87","5626.999999999999","40","7","3"
"46","1","50","0.45","0","0","1","24","1468.9999999999998","33","11","6"
"41","1","50","0.4","0","0","1","80","5958","31","9","10"
"43","1","50","0.4","0","0","1","75","5682.999999999999","35","6","9"
"45","1","50","0.4","0","0","1","33","2428.999999999999","32","11","7"
"42","1","50","0.4","0","0","1","68","4994.999999999999","37","5","8"
"46","1","50","0.45","0","0","1","25","1503.9999999999998","35","7","8"
"40","1","50","0.35","0","0","1","88","5701.999999999997","35","6","9"
"43","1","50","0.4","0","0","1","76","5758.000000000001","35","6","9"
"45","1","50","0.4","0","0","1","34","2502.0000000000005","33","11","6"
"42","1","50","0.4","0","0","1","69","5034","39","5","6"
"46","1","50","0.45","0","0","1","26","1574.9999999999995","31","16","3"
"44","1","50","0.4","0","0","1","62","4190.999999999999","38","6","6"
"41","1","50","0.4","0","0","1","81","6107","29","9","12"
"40","1","50","0.35","0","0","1","89","5739.999999999998","38","6","6"
"45","1","50","0.4","0","0","1","35","2571","29","14","7"
"42","1","50","0.4","0","0","1","70","5195","41","5","4"
"43","1","50","0.4","0","0","1","77","5833.000000000002","35","7","8"
"46","1","50","0.45","0","0","1","27","1646.9999999999998","32","12","6"
"41","1","50","0.4","0","0","1","82","6257.000000000001","30","9","11"
"44","1","50","0.4","0","0","1","63","4265","34","8","8"
"40","1","50","0.35","0","0","1","90","5814.999999999997","35","9","6"
"45","1","50","0.4","0","0","1","36","2594.9999999999995","24","15","11"
"42","1","50","0.4","0","0","1","71","5234.999999999998","40","5","5"
"46","1","50","0.45","0","0","1","28","1762.9999999999993","36","7","7"
"43","1","50","0.4","0","0","1","78","5869.000000000002","36","7","7"
"41","1","50","0.4","0","0","1","83","6289.999999999999","33","8","9"
"44","1","50","0.4","0","0","1","64","4379.999999999999","35","6","9"
"39","1","50","0.35","0","0","1","65","4077.000000000001","40","8","2"
"40","1","50","0.35","0","0","1","91","5849.999999999998","35","5","10"
"45","1","50","0.4","0","0","1","37","2744","29","14","7"
"46","1","50","0.45","0","0","1","29","1832.9999999999995","30","10","10"
"42","1","50","0.4","0","0","1","72","5314.999999999999","40","3","7"
"43","1","50","0.4","0","0","1","79","5905","36","8","6"
"44","1","50","0.4","0","0","1","65","4412","32","9","9"
"41","1","50","0.4","0","0","1","84","6358.999999999998","29","8","13"
"40","1","50","0.35","0","0","1","92","5883.000000000001","33","11","6"
"45","1","50","0.4","0","0","1","38","2889.999999999999","26","16","8"
"39","1","50","0.35","0","0","1","66","4116.000000000001","39","5","6"
"46","1","50","0.45","0","0","1","30","1946.9999999999989","34","8","8"
"41","1","50","0.4","0","0","1","85","6427.999999999998","29","13","8"
"42","1","50","0.4","0","0","1","73","5436.999999999997","42","1","7"
"44","1","50","0.4","0","0","1","66","4447","35","7","8"
"40","1","50","0.35","0","0","1","93","5956.999999999998","34","10","6"
"45","1","50","0.4","0","0","1","39","2920.0000000000005","30","15","5"
"43","1","50","0.4","0","0","1","80","5942","37","9","4"
"39","1","50","0.35","0","0","1","67","4235","39","6","5"
"46","1","50","0.45","0","0","1","31","1983.9999999999993","37","5","8"
"41","1","50","0.4","0","0","1","86","6506","38","7","5"
"42","1","50","0.4","0","0","1","74","5596","39","5","6"
"44","1","50","0.4","0","0","1","67","4521.999999999999","35","7","8"
"45","1","50","0.4","0","0","1","40","2943.999999999999","24","17","9"
"40","1","50","0.35","0","0","1","94","5994.999999999999","38","5","7"
"43","1","50","0.4","0","0","1","81","6059.999999999998","38","7","5"
"39","1","50","0.35","0","0","1","68","4273.000000000002","38","7","5"
"46","1","50","0.45","0","0","1","32","2098.9999999999995","35","9","6"
"41","1","50","0.4","0","0","1","87","6543","37","5","8"
"42","1","50","0.4","0","0","1","75","5714.999999999997","39","5","6"
"44","1","50","0.4","0","0","1","68","4557","35","10","5"
"45","1","50","0.4","0","0","1","41","3053.9999999999995","30","17","3"
"40","1","50","0.35","0","0","1","95","6069.999999999998","35","7","8"
"43","1","50","0.4","0","0","1","82","6096","36","3","11"
"46","1","50","0.45","0","0","1","33","2173","34","7","9"
"39","1","50","0.35","0","0","1","69","4354","41","8","1"
"42","1","50","0.4","0","0","1","76","5754.999999999998","40","5","5"
"41","1","50","0.4","0","0","1","88","6581","38","6","6"
"44","1","50","0.4","0","0","1","69","4635","38","11","1"
"43","1","50","0.4","0","0","1","83","6170","34","9","7"
"45","1","50","0.4","0","0","1","42","3121.9999999999995","28","16","6"
"40","1","50","0.35","0","0","1","96","6185","35","8","7"
"46","1","50","0.45","0","0","1","34","2282","29","12","9"
"39","1","50","0.35","0","0","1","70","4393.999999999999","40","7","3"
"42","1","50","0.4","0","0","1","77","5793","38","3","9"
"44","1","50","0.4","0","0","1","70","4674","39","8","3"
"41","1","50","0.4","0","0","1","89","6739","38","3","9"
"43","1","50","0.4","0","0","1","84","6243.000000000001","33","11","6"
"45","1","50","0.4","0","0","1","43","3153.9999999999995","32","14","4"
"40","1","50","0.35","0","0","1","97","6214.000000000002","29","8","13"
"46","1","50","0.45","0","0","1","35","2350.9999999999995","29","12","9"
"42","1","50","0.4","0","0","1","78","5832.999999999999","40","4","6"
"39","1","50","0.35","0","0","1","71","4471","37","7","6"
"44","1","50","0.4","0","0","1","71","4714.999999999999","41","5","4"
"41","1","50","0.4","0","0","1","90","6812.000000000001","33","9","8"
"43","1","50","0.4","0","0","1","85","6274","31","11","8"
"45","1","50","0.4","0","0","1","44","3261.9999999999995","28","15","7"
"40","1","50","0.35","0","0","1","98","6288.000000000002","34","8","8"
"46","1","50","0.45","0","0","1","36","2462.9999999999995","32","7","11"
"42","1","50","0.4","0","0","1","79","5953.999999999999","41","4","5"
"41","1","50","0.4","0","0","1","91","6886","34","4","12"
"43","1","50","0.4","0","0","1","86","6310","36","7","7"
"39","1","50","0.35","0","0","1","72","4629.999999999999","39","7","4"
"44","1","50","0.4","0","0","1","72","4755","40","5","5"
"40","1","50","0.35","0","0","1","99","6360.000000000001","32","7","11"
"45","1","50","0.4","0","0","1","45","3329.0000000000005","27","17","6"
"46","1","50","0.45","0","0","1","37","2499.9999999999995","37","7","6"
"42","1","50","0.4","0","0","1","80","6032","38","4","8"
"41","1","50","0.4","0","0","1","92","6995.999999999998","30","8","12"
"43","1","50","0.4","0","0","1","87","6349.000000000002","39","4","7"
"44","1","50","0.4","0","0","1","73","4793.999999999999","39","6","5"
"40","1","50","0.35","0","0","1","100","6391.999999999999","32","9","9"
"46","1","50","0.45","0","0","1","38","2616","36","9","5"
"47","1","50","0.45","0","0","1","0","0","0","0","0"
"42","1","50","0.4","0","0","1","81","6191","39","6","5"
"41","1","50","0.4","0","0","1","93","7069.999999999997","34","5","11"
"47","1","50","0.45","0","0","1","1","48","8","22","20"
"43","1","50","0.4","0","0","1","88","6509.000000000003","40","5","5"
"44","1","50","0.4","0","0","1","74","4836.000000000001","42","6","2"
"46","1","50","0.45","0","0","1","39","2648.999999999999","33","7","10"
"47","1","50","0.45","0","0","1","2","49.00000000000001","1","24","25"
"42","1","50","0.4","0","0","1","82","6270","39","4","7"
"41","1","50","0.4","0","0","1","94","7145.999999999998","36","7","7"
"43","1","50","0.4","0","0","1","89","6588.999999999999","40","3","7"
"45","1","50","0.4","0","0","1","46","3398.9999999999995","30","13","7"
"44","1","50","0.4","0","0","1","75","4875.999999999999","40","3","7"
"47","1","50","0.45","0","0","1","3","130.99999999999997","2","24","24"
"46","1","50","0.45","0","0","1","40","2800.999999999998","32","9","9"
"42","1","50","0.4","0","0","1","83","6306.999999999999","37","5","8"
"41","1","50","0.4","0","0","1","95","7179.999999999997","34","11","5"
"43","1","50","0.4","0","0","1","90","6712","43","4","3"
"45","1","50","0.4","0","0","1","47","3506.0000000000005","27","15","8"
"47","1","50","0.45","0","0","1","4","219.99999999999997","9","19","22"
"44","1","50","0.4","0","0","1","76","4910.999999999999","35","12","3"
"46","1","50","0.45","0","0","1","41","2874.999999999999","34","9","7"
"42","1","50","0.4","0","0","1","84","6345.999999999999","39","5","6"
"41","1","50","0.4","0","0","1","96","7297.999999999997","38","6","6"
"47","1","50","0.45","0","0","1","5","239","19","17","14"
"43","1","50","0.4","0","0","1","91","6871.999999999998","40","6","4"
"45","1","50","0.4","0","0","1","48","3540.0000000000005","34","9","7"
"44","1","50","0.4","0","0","1","77","4991.000000000002","40","7","3"
"46","1","50","0.45","0","0","1","42","2905.999999999999","31","10","9"
"42","1","50","0.4","0","0","1","85","6382.000000000001","36","7","7"
"41","1","50","0.4","0","0","1","97","7374","36","8","6"
"47","1","50","0.45","0","0","1","6","296.00000000000006","17","21","12"
"43","1","50","0.4","0","0","1","92","6908.999999999998","37","5","8"
"45","1","50","0.4","0","0","1","49","3574.999999999999","35","10","5"
"44","1","50","0.4","0","0","1","78","5069.000000000001","38","6","6"
"39","1","50","0.35","0","0","1","73","4750","40","6","4"
"46","1","50","0.45","0","0","1","43","2981.9999999999995","36","9","5"
"47","1","50","0.45","0","0","1","7","359.00000000000006","23","15","12"
"41","1","50","0.4","0","0","1","98","7448.999999999999","35","9","6"
"43","1","50","0.4","0","0","1","93","6949.000000000001","40","4","6"
"42","1","50","0.4","0","0","1","86","6543.999999999999","42","4","4"
"44","1","50","0.4","0","0","1","79","5109.000000000001","40","6","4"
"39","1","50","0.35","0","0","1","74","4829","39","7","4"
"46","1","50","0.45","0","0","1","44","3136.9999999999986","35","10","5"
"47","1","50","0.45","0","0","1","8","384.99999999999994","26","18","6"
"41","1","50","0.4","0","0","1","99","7567","38","9","3"
"43","1","50","0.4","0","0","1","94","7029.999999999998","41","5","4"
"45","1","50","0.4","0","0","1","50","3607","32","10","8"
"39","1","50","0.35","0","0","1","75","4947.999999999999","39","5","6"
"44","1","50","0.4","0","0","1","80","5267.999999999999","39","7","4"
"47","1","50","0.45","0","0","1","9","487","22","16","12"
"46","1","50","0.45","0","0","1","45","3290.0000000000005","33","12","5"
"42","1","50","0.4","0","0","1","87","6583.000000000003","39","6","5"
"41","1","50","0.4","0","0","1","100","7600.999999999998","34","9","7"
"39","1","50","0.35","0","0","1","76","5108","40","4","6"
"45","1","50","0.4","0","0","1","51","3681.000000000001","34","11","5"
"43","1","50","0.4","0","0","1","95","7069.999999999999","40","5","5"
"48","1","50","0.45","0","0","1","0","0","0","0","0"
"47","1","50","0.45","0","0","1","10","551","24","14","12"
"44","1","50","0.4","0","0","1","81","5388.000000000001","40","2","8"
"46","1","50","0.45","0","0","1","46","3330.9999999999995","41","5","4"
"48","1","50","0.45","0","0","1","1","19","19","17","14"
"42","1","50","0.4","0","0","1","88","6741.000000000001","38","6","6"
"45","1","50","0.4","0","0","1","52","3755.0000000000005","34","10","6"
"48","1","50","0.45","0","0","1","2","20","1","17","32"
"43","1","50","0.4","0","0","1","96","7108.999999999998","39","6","5"
"47","1","50","0.45","0","0","1","11","696.0000000000001","25","16","9"
"44","1","50","0.4","0","0","1","82","5427.000000000002","39","6","5"
"46","1","50","0.45","0","0","1","47","3368","37","6","7"
"48","1","50","0.45","0","0","1","3","62.999999999999986","3","17","30"
"45","1","50","0.4","0","0","1","53","3830.0000000000005","35","11","4"
"42","1","50","0.4","0","0","1","89","6816.999999999998","36","7","7"
"47","1","50","0.45","0","0","1","12","768.0000000000002","32","14","4"
"43","1","50","0.4","0","0","1","97","7267.999999999999","39","7","4"
"44","1","50","0.4","0","0","1","83","5502.000000000001","35","7","8"
"46","1","50","0.45","0","0","1","48","3443.9999999999995","36","7","7"
"48","1","50","0.45","0","0","1","4","71.99999999999999","9","24","17"
"47","1","50","0.45","0","0","1","13","806.0000000000003","38","8","4"
"45","1","50","0.4","0","0","1","54","3988.0000000000005","38","7","5"
"42","1","50","0.4","0","0","1","90","6892.999999999997","36","8","6"
"43","1","50","0.4","0","0","1","98","7341.999999999999","34","6","10"
"39","1","50","0.35","0","0","1","77","5272.000000000001","44","2","4"
"44","1","50","0.4","0","0","1","84","5654.000000000001","32","6","12"
"46","1","50","0.45","0","0","1","49","3520.000000000001","36","6","8"
"48","1","50","0.45","0","0","1","5","86.00000000000001","14","22","14"
"47","1","50","0.45","0","0","1","14","834.0000000000002","28","15","7"
"45","1","50","0.4","0","0","1","55","4063","35","10","5"
"42","1","50","0.4","0","0","1","91","6971.999999999999","39","6","5"
"43","1","50","0.4","0","0","1","99","7456","34","6","10"
"46","1","50","0.45","0","0","1","50","3591.999999999999","32","8","10"
"48","1","50","0.45","0","0","1","6","151","25","14","11"
"47","1","50","0.45","0","0","1","15","948.0000000000005","34","8","8"
"45","1","50","0.4","0","0","1","56","4134.000000000001","31","8","11"
"42","1","50","0.4","0","0","1","92","7012","40","6","4"
"43","1","50","0.4","0","0","1","100","7491.999999999998","36","6","8"
"44","1","50","0.4","0","0","1","85","5804.999999999999","31","9","10"
"48","1","50","0.45","0","0","1","7","216.00000000000003","25","14","11"
"46","1","50","0.45","0","0","1","51","3703.999999999999","32","6","12"
"49","1","50","0.45","0","0","1","0","0","0","0","0"
"47","1","50","0.45","0","0","1","16","1019.0000000000001","31","11","8"
"45","1","50","0.4","0","0","1","57","4209.000000000001","35","7","8"
"48","1","50","0.45","0","0","1","8","241","25","10","15"
"42","1","50","0.4","0","0","1","93","7087.000000000001","35","8","7"
"46","1","50","0.45","0","0","1","52","3741.9999999999995","38","5","7"
"47","1","50","0.45","0","0","1","17","1050.0000000000005","31","10","9"
"44","1","50","0.4","0","0","1","86","5834.999999999999","30","10","10"
"39","1","50","0.35","0","0","1","78","5350","38","3","9"
"49","1","50","0.45","0","0","1","1","22","22","12","16"
"47","1","50","0.45","0","0","1","18","1084.0000000000005","34","9","7"
"48","1","50","0.45","0","0","1","9","272.00000000000006","31","11","8"
"42","1","50","0.4","0","0","1","94","7167.999999999999","41","5","4"
"46","1","50","0.45","0","0","1","53","3782","40","4","6"
"44","1","50","0.4","0","0","1","87","5988.000000000002","33","8","9"
"49","1","50","0.45","0","0","1","2","61.99999999999999","0","27","23"
"49","1","50","0.45","0","0","1","3","103.00000000000003","1","31","18"
"47","1","50","0.45","0","0","1","19","1203","39","8","3"
"48","1","50","0.45","0","0","1","10","301","29","11","10"
"45","1","50","0.4","0","0","1","58","4249","40","7","3"
"46","1","50","0.45","0","0","1","54","3819.9999999999995","38","6","6"
"39","1","50","0.35","0","0","1","79","5385.000000000001","35","7","8"
"42","1","50","0.4","0","0","1","95","7204.999999999999","37","8","5"
"44","1","50","0.4","0","0","1","88","6023","35","10","5"
"49","1","50","0.45","0","0","1","4","153.00000000000006","10","17","23"
"47","1","50","0.45","0","0","1","20","1279.0000000000002","36","7","7"
"48","1","50","0.45","0","0","1","11","370","29","14","7"
"46","1","50","0.45","0","0","1","55","3895","35","5","10"
"39","1","50","0.35","0","0","1","80","5424.000000000002","39","7","4"
"42","1","50","0.4","0","0","1","96","7286.999999999998","42","5","3"
"44","1","50","0.4","0","0","1","89","6096.999999999999","34","10","6"
"49","1","50","0.45","0","0","1","5","205","12","17","21"
"47","1","50","0.45","0","0","1","21","1359","40","5","5"
"48","1","50","0.45","0","0","1","12","398.99999999999994","29","12","9"
"46","1","50","0.45","0","0","1","56","3928.9999999999995","34","9","7"
"42","1","50","0.4","0","0","1","97","7323.999999999999","37","7","6"
"39","1","50","0.35","0","0","1","81","5464.000000000001","40","6","4"
"49","1","50","0.45","0","0","1","6","259.99999999999994","15","17","18"
"44","1","50","0.4","0","0","1","90","6215","38","8","4"
"45","1","50","0.4","0","0","1","59","4286.000000000001","37","5","8"
"47","1","50","0.45","0","0","1","22","1437.0000000000005","38","6","6"
"48","1","50","0.45","0","0","1","13","471","32","13","5"
"46","1","50","0.45","0","0","1","57","4001.0000000000005","32","7","11"
"42","1","50","0.4","0","0","1","98","7359.999999999999","36","6","8"
"39","1","50","0.35","0","0","1","82","5541.000000000001","37","8","5"
"48","1","50","0.45","0","0","1","14","502.99999999999994","32","15","3"
"49","1","50","0.45","0","0","1","7","278","18","17","15"
"47","1","50","0.45","0","0","1","23","1515.0000000000002","38","7","5"
"44","1","50","0.4","0","0","1","91","6373.000000000001","38","8","4"
"46","1","50","0.45","0","0","1","58","4038.9999999999995","38","6","6"
"45","1","50","0.4","0","0","1","60","4363","37","9","4"
"42","1","50","0.4","0","0","1","99","7401.999999999999","42","3","5"
"49","1","50","0.45","0","0","1","8","338.00000000000006","20","10","20"
"39","1","50","0.35","0","0","1","83","5618","37","6","7"
"48","1","50","0.45","0","0","1","15","609.9999999999999","27","17","6"
"47","1","50","0.45","0","0","1","24","1593.0000000000002","38","5","7"
"49","1","50","0.45","0","0","1","9","484","26","13","11"
"46","1","50","0.45","0","0","1","59","4112","33","6","11"
"45","1","50","0.4","0","0","1","61","4400","37","5","8"
"48","1","50","0.45","0","0","1","16","685","35","11","4"
"39","1","50","0.35","0","0","1","84","5696.000000000002","38","5","7"
"47","1","50","0.45","0","0","1","25","1628","35","4","11"
"49","1","50","0.45","0","0","1","10","517.0000000000001","33","9","8"
"46","1","50","0.45","0","0","1","60","4185.999999999999","34","9","7"
"45","1","50","0.4","0","0","1","62","4437.000000000001","37","8","5"
"48","1","50","0.45","0","0","1","17","798.9999999999998","34","12","4"
"47","1","50","0.45","0","0","1","26","1744.9999999999998","37","6","7"
"39","1","50","0.35","0","0","1","85","5735","39","6","5"
"49","1","50","0.45","0","0","1","11","550.0000000000001","33","9","8"
"42","1","50","0.4","0","0","1","100","7439.999999999998","38","7","5"
"44","1","50","0.4","0","0","1","92","6409","36","10","4"
"46","1","50","0.45","0","0","1","61","4344","38","6","6"
"48","1","50","0.45","0","0","1","18","834.0000000000003","35","10","5"
"45","1","50","0.4","0","0","1","63","4512.999999999999","36","7","7"
"47","1","50","0.45","0","0","1","27","1897.9999999999995","33","7","10"
"49","1","50","0.45","0","0","1","12","579.9999999999999","30","6","14"
"44","1","50","0.4","0","0","1","93","6525.999999999999","37","10","3"
"46","1","50","0.45","0","0","1","62","4376.999999999999","33","6","11"
"45","1","50","0.4","0","0","1","64","4554","41","5","4"
"47","1","50","0.45","0","0","1","28","1936.9999999999993","39","4","7"
"50","1","50","0.45","0","0","1","0","0","0","0","0"
"48","1","50","0.45","0","0","1","19","942.0000000000001","28","16","6"
"49","1","50","0.45","0","0","1","13","608.0000000000001","28","15","7"
"44","1","50","0.4","0","0","1","94","6678","32","9","9"
"47","1","50","0.45","0","0","1","29","2095","38","6","6"
"46","1","50","0.45","0","0","1","63","4450","33","9","8"
"45","1","50","0.4","0","0","1","65","4591.999999999998","38","4","8"
"49","1","50","0.45","0","0","1","14","718.0000000000001","30","13","7"
"48","1","50","0.45","0","0","1","20","1057","35","7","8"
"50","1","50","0.45","0","0","1","1","19","19","18","13"
"44","1","50","0.4","0","0","1","95","6827.999999999999","30","15","5"
"50","1","50","0.45","0","0","1","2","20","1","29","20"
"47","1","50","0.45","0","0","1","30","2132","37","8","5"
"49","1","50","0.45","0","0","1","15","786","28","10","12"
"48","1","50","0.45","0","0","1","21","1205.9999999999998","29","14","7"
"46","1","50","0.45","0","0","1","64","4482","32","11","7"
"45","1","50","0.4","0","0","1","66","4666.999999999999","35","9","6"
"50","1","50","0.45","0","0","1","3","100","0","29","21"
"44","1","50","0.4","0","0","1","96","6904.000000000001","36","13","1"
"47","1","50","0.45","0","0","1","31","2246","34","8","8"
"49","1","50","0.45","0","0","1","16","855.9999999999999","30","11","9"
"48","1","50","0.45","0","0","1","22","1315","29","13","8"
"46","1","50","0.45","0","0","1","65","4516.999999999999","35","11","4"
"45","1","50","0.4","0","0","1","67","4703","36","9","5"
"50","1","50","0.45","0","0","1","4","112","12","25","13"
"44","1","50","0.4","0","0","1","97","6983.999999999999","40","8","2"
"47","1","50","0.45","0","0","1","32","2399","33","9","8"
