"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"vary tau"
"04/27/2018 21:50:07:315 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","56","0","30"
"[run number]","N","tau","p","[step]","total-wealth","sum [wealth] of turtles with [ strategy = 0 ]","sum [wealth] of turtles with [ strategy = 1 ]","sum [wealth] of turtles with [ strategy = 2 ]","sum [wealth] of turtles with [ strategy = 3 ]"
"7","50","0.05","1","34","1592.2999999999995","302.0642277630835","472.6588459640149","392.2955284048298","425.28139786807174"
"5","50","0","1","13","771","173.93813177444886","191.95018877116064","195.9439775910364","209.16770186335404"
"8","50","0.05","1","28","1579.3500000000006","396.8809136302742","495.50011405190435","414.69524604409514","272.2737262737263"
"3","50","0","1","18","1262.0000000000007","281.6639317817134","391.0065204982422","308.32039440196655","281.0091533180777"
"1","50","0","1","17","720.0000000000001","98.14553775743707","246.1447749809306","173.65705568268498","202.0526315789474"
"5","50","0","1","14","829.9999999999997","199.93813177444886","203.95018877116064","204.9439775910364","221.16770186335404"
"4","50","0","1","12","733","194.93094065862948","247.359946943471","195.69812338691057","95.01098901098901"
"3","50","0","1","19","1319.9999999999998","303.3305984483801","404.3398538315755","319.3203944019666","293.0091533180777"
"7","50","0.05","1","35","1638.0999999999997","324.6729234152575","486.64362857271055","402.1020501439603","424.68139786807166"
"2","50","0","1","12","365.9999999999999","61.76969696969696","94.75757575757575","94.80606060606061","114.66666666666669"
"1","50","0","1","18","726.0000000000001","98.14553775743707","250.14477498093058","175.65705568268496","202.0526315789474"
"3","50","0","1","20","1331.0000000000002","303.3305984483801","407.3398538315755","327.32039440196667","293.0091533180777"
"6","50","0.05","1","8","311.59999999999985","76.25948930296757","103.07049689440994","77.50572808833678","54.76428571428571"
"5","50","0","1","15","841","199.93813177444886","208.9501887711606","210.94397759103643","221.16770186335404"
"7","50","0.05","1","36","1697.55","345.47292341525747","501.39362857271055","414.60205014396024","436.0813978680716"
"8","50","0.05","1","29","1639.0999999999997","419.4896092824482","510.79576622581743","425.1408982180082","283.6737262737263"
"2","50","0","1","13","386.99999999999994","61.76969696969696","99.75757575757575","98.80606060606063","126.66666666666667"
"1","50","0","1","19","748.0000000000001","98.14553775743707","258.14477498093055","177.65705568268498","214.0526315789474"
"8","50","0.05","1","30","1727.6","419.4896092824482","534.4275844076355","446.97271639982637","326.7100899100899"
"5","50","0","1","16","862.9999999999999","199.93813177444886","214.9501887711606","214.94397759103646","233.16770186335404"
"6","50","0.05","1","9","315.4","76.25948930296757","104.72049689440993","80.2557280883368","54.16428571428572"
"7","50","0.05","1","37","1825.1","370.2348281771622","528.322200001282","443.0615739534841","483.48139786807167"
"4","50","0","1","13","792","219.69284542053424","261.7885183720424","203.5076471964344","107.01098901098901"
"2","50","0","1","14","393.99999999999994","61.76969696969696","103.75757575757574","101.80606060606061","126.66666666666669"
"1","50","0","1","20","759.0000000000002","98.14553775743707","262.1447749809306","184.65705568268498","214.0526315789474"
"8","50","0.05","1","31","1749","419.4896092824482","537.8775844076355","453.5227163998263","338.1100899100899"
"5","50","0","1","17","910.0000000000003","223.5744954108125","223.4047342257061","229.8530685001273","233.16770186335404"
"2","50","0","1","15","459.00000000000006","89.13811802232856","116.07336523125997","115.12185007974483","138.66666666666669"
"4","50","0","1","14","801.0000000000001","219.69284542053424","265.7885183720424","208.5076471964344","107.01098901098901"
"7","50","0.05","1","38","1882.55","396.2348281771622","536.822200001282","454.611573953484","494.8813978680718"
"6","50","0.05","1","10","452.0500000000001","97.05948930296755","152.20621118012417","137.2200138026225","65.56428571428572"
"1","50","0","1","21","778.0000000000003","98.14553775743707","265.1447749809306","188.65705568268496","226.0526315789474"
"5","50","0","1","18","1010.0000000000007","223.5744954108125","267.40473422570614","273.85306850012734","245.16770186335404"
"8","50","0.05","1","32","1755.6499999999999","419.4896092824482","541.4275844076354","457.22271639982637","337.51008991008985"
"2","50","0","1","16","550","89.13811802232856","132.49441786283893","139.17448165869217","189.19298245614033"
"4","50","0","1","15","818.9999999999999","219.69284542053424","267.78851837204235","212.5076471964344","119.01098901098901"
"7","50","0.05","1","39","1931.0000000000005","422.2348281771622","548.422200001282","466.061573953484","494.2813978680718"
"5","50","0","1","19","1099.0000000000002","223.5744954108125","282.293623114595","294.6308462779051","298.50103519668744"
"6","50","0.05","1","11","456.65000000000015","97.05948930296755","153.70621118012423","140.9200138026225","64.96428571428571"
"2","50","0","1","17","567","89.13811802232856","135.4944178628389","141.1744816586922","201.1929824561403"
"4","50","0","1","16","829","219.69284542053424","272.7885183720424","217.5076471964344","119.01098901098902"
"8","50","0.05","1","33","1815.3499999999995","444.25151404435286","554.6966320266831","467.491764018874","348.91008991008994"
"7","50","0.05","1","40","1987.399999999999","444.8435238293362","560.2069826099776","476.6680956926145","505.68139786807166"
"5","50","0","1","20","1158.0000000000002","250.94291646344405","292.6094125882792","303.9466357515893","310.5010351966875"
"2","50","0","1","18","577","89.13811802232856","141.49441786283893","145.17448165869217","201.19298245614036"
"7","50","0.05","1","41","2114.1","470.8435238293362","590.6751644281595","503.863550238069","548.7177615044353"
"6","50","0.05","1","12","517.1499999999999","121.82139406487234","166.72525879917185","152.2390614216701","76.36428571428571"
"3","50","0","1","21","1355.000000000001","303.3305984483801","412.33985383157545","334.3203944019666","305.0091533180777"
"2","50","0","1","19","641","113.90002278423329","154.11346548188652","159.7935292777398","213.19298245614033"
"5","50","0","1","21","1246","250.94291646344405","317.60941258827927","326.9466357515894","350.5010351966874"
"7","50","0.05","1","42","2255.65","503.3435238293363","642.4615280645232","549.7271866017054","560.1177615044353"
"3","50","0","1","22","1405.9999999999995","328.09250321028486","426.863663355385","346.0346801162523","305.0091533180777"
"5","50","0","1","22","1309","275.70482122534895","334.03798401685066","336.7561595611132","362.5010351966874"
"2","50","0","1","20","651","113.90002278423329","158.11346548188652","165.7935292777398","213.19298245614033"
"4","50","0","1","17","890.0000000000003","241.35951208720084","284.7885183720424","232.84098052976773","131.01098901098902"
"7","50","0.05","1","43","2265.0000000000005","503.3435238293363","648.9115280645232","553.2271866017054","559.5177615044354"
"3","50","0","1","23","1425.9999999999998","328.09250321028486","431.86366335538503","349.03468011625233","317.0091533180777"
"2","50","0","1","21","670.0000000000001","113.90002278423329","161.11346548188655","169.7935292777398","225.19298245614033"
