"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"vary tau, measure pool choices"
"05/05/2018 17:04:01:312 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","26","0","15"
"[run number]","N","tau","p","[step]","total-wealth","get-for-pool recent-agent-history 0","get-for-pool recent-agent-history 1","get-for-pool recent-agent-history 2"
"1","50","0","0","41","2795.0000000000005","35","6","9"
"7","50","0.05","0","47","3841.2","36","6","8"
"5","50","0","0","48","3336.0000000000005","34","7","9"
"6","50","0.05","0","52","3712.75","35","8","7"
"2","50","0","0","62","4679","39","10","1"
"8","50","0.05","0","47","3814.2000000000003","37","4","9"
"7","50","0.05","0","48","3955.5","35","7","8"
"1","50","0","0","42","2826.9999999999995","32","8","10"
"3","50","0","0","46","3306.0000000000005","36","12","2"
"2","50","0","0","63","4756.000000000001","37","6","7"
"8","50","0.05","0","48","3929.400000000001","36","4","10"
"4","50","0","0","55","3970.0000000000005","32","7","11"
"7","50","0.05","0","49","4030.9500000000007","36","3","11"
"1","50","0","0","43","2981.0000000000005","34","7","9"
"2","50","0","0","64","4826.000000000001","30","12","8"
"5","50","0","0","49","3369.999999999999","34","6","10"
"6","50","0.05","0","53","3824.2000000000003","32","8","10"
"8","50","0.05","0","49","4004.85","36","5","9"
"7","50","0.05","0","50","4067.1000000000013","37","5","8"
"3","50","0","0","47","3422.0000000000005","36","8","6"
"2","50","0","0","65","4942","36","8","6"
"1","50","0","0","44","3133.0000000000005","32","11","7"
"8","50","0.05","0","50","4082.3","38","5","7"
"4","50","0","0","56","4124","34","9","7"
"7","50","0.05","0","51","4142.8","36","5","9"
"6","50","0.05","0","54","3939.2000000000003","36","8","6"
"2","50","0","0","66","5016","34","10","6"
"3","50","0","0","48","3455.999999999999","34","7","9"
"5","50","0","0","50","3444.0000000000005","34","8","8"
"1","50","0","0","45","3165.000000000001","32","8","10"
"6","50","0.05","0","55","4013.300000000001","35","10","5"
"2","50","0","0","67","5090.999999999999","35","9","6"
"8","50","0.05","0","51","4162.799999999998","41","4","5"
"1","50","0","0","46","3275","30","13","7"
"5","50","0","0","51","3479","35","8","7"
"2","50","0","0","68","5244","33","11","6"
"3","50","0","0","49","3488","32","9","9"
"6","50","0.05","0","56","4083.650000000001","31","13","6"
"7","50","0.05","0","52","4255","33","5","12"
"5","50","0","0","52","3512.0000000000005","33","8","9"
"8","50","0.05","0","52","4202.45","40","4","6"
"6","50","0.05","0","57","4155.050000000002","32","10","8"
"3","50","0","0","50","3562.999999999999","35","7","8"
"7","50","0.05","0","53","4330.45","36","8","6"
"5","50","0","0","53","3542","30","8","12"
"6","50","0.05","0","58","4228.05","34","6","10"
"8","50","0.05","0","53","4243","41","4","5"
"1","50","0","0","47","3388.999999999999","34","6","10"
"7","50","0.05","0","54","4445.75","36","8","6"
"5","50","0","0","54","3574","32","9","9"
"2","50","0","0","69","5360.000000000001","36","10","4"
"8","50","0.05","0","54","4399.45","37","7","6"
"3","50","0","0","51","3596.0000000000005","33","9","8"
"1","50","0","0","48","3469","40","5","5"
"6","50","0.05","0","59","4264.050000000002","37","4","9"
"4","50","0","0","57","4155","31","10","9"
"5","50","0","0","55","3727","33","10","7"
"2","50","0","0","70","5395.000000000001","35","10","5"
"7","50","0.05","0","55","4600.1","35","6","9"
"1","50","0","0","49","3508.0000000000014","39","4","7"
"5","50","0","0","56","3760.000000000001","33","6","11"
"3","50","0","0","52","3672","36","6","8"
"6","50","0.05","0","60","4300.55","37","4","9"
"2","50","0","0","71","5428.999999999998","34","6","10"
"4","50","0","0","58","4229","34","8","8"
"1","50","0","0","50","3666.0000000000005","38","7","5"
"7","50","0.05","0","56","4674.450000000001","35","5","10"
"5","50","0","0","57","3919","39","9","2"
"6","50","0.05","0","61","4376.749999999999","37","6","7"
"8","50","0.05","0","55","4512.899999999999","34","9","7"
"2","50","0","0","72","5460.000000000001","31","9","10"
"7","50","0.05","0","57","4747.85","34","5","11"
"1","50","0","0","51","3743.0000000000005","37","7","6"
"5","50","0","0","58","4074.9999999999995","36","10","4"
"3","50","0","0","53","3749.0000000000005","37","7","6"
"4","50","0","0","59","4264.999999999999","36","6","8"
"8","50","0.05","0","56","4585.15","33","8","9"
"6","50","0.05","0","62","4409.85","34","10","6"
"7","50","0.05","0","58","4781.550000000002","34","7","9"
"1","50","0","0","52","3818","35","8","7"
"5","50","0","0","59","4148.999999999999","34","11","5"
"6","50","0.05","0","63","4528.05","39","8","3"
"8","50","0.05","0","57","4654.600000000001","30","8","12"
"7","50","0.05","0","59","4892.8","32","8","10"
"5","50","0","0","60","4183.000000000001","34","11","5"
"1","50","0","0","53","3857","39","7","4"
"2","50","0","0","73","5491.000000000002","31","14","5"
"3","50","0","0","54","3830.999999999999","42","4","4"
"6","50","0.05","0","64","4562.200000000002","35","7","8"
"8","50","0.05","0","58","4691.85","38","4","8"
"4","50","0","0","60","4385.000000000001","40","6","4"
"7","50","0.05","0","60","5048.200000000002","36","7","7"
"5","50","0","0","61","4301.000000000001","38","6","6"
"2","50","0","0","74","5528.999999999999","38","7","5"
"3","50","0","0","55","3907","36","9","5"
"8","50","0.05","0","59","4766.200000000001","35","7","8"
"6","50","0.05","0","65","4598.299999999998","37","5","8"
"7","50","0.05","0","61","5078.300000000001","31","11","8"
"3","50","0","0","56","3985","38","6","6"
"5","50","0","0","62","4345.999999999998","45","2","3"
"2","50","0","0","75","5564","35","8","7"
"8","50","0.05","0","60","4842.450000000001","37","4","9"
"6","50","0.05","0","66","4750.649999999998","33","6","11"
"7","50","0.05","0","62","5114.350000000001","37","5","8"
"1","50","0","0","54","3897.0000000000005","40","4","6"
"2","50","0","0","76","5597.999999999998","34","11","5"
"8","50","0.05","0","61","4995.650000000001","34","6","10"
"6","50","0.05","0","67","4780.9","31","6","13"
"5","50","0","0","63","4429","43","4","3"
"7","50","0.05","0","63","5270.550000000001","37","6","7"
"2","50","0","0","77","5633.999999999999","36","10","4"
"4","50","0","0","61","4423.000000000001","38","7","5"
"3","50","0","0","57","4022","37","7","6"
"5","50","0","0","64","4588.999999999998","40","5","5"
