"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"vary tau, measure pool choices"
"04/30/2018 19:53:14:957 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","26","0","30"
"[run number]","N","tau","p","[step]","total-wealth","get-for-pool recent-agent-history 0","get-for-pool recent-agent-history 1","get-for-pool recent-agent-history 2"
"2","50","0","1","31","1004","1","24","25"
"8","50","0.05","1","37","1330.7999999999995","2","22","26"
"4","50","0","1","46","1617.9999999999989","1","24","25"
"7","50","0.05","1","28","1089.4499999999994","0","22","28"
"3","50","0","1","33","1430.9999999999995","0","33","17"
"2","50","0","1","32","1044.9999999999998","1","24","25"
"8","50","0.05","1","38","1332.7999999999995","2","22","26"
"4","50","0","1","47","1618.999999999999","1","25","24"
"1","50","0","1","23","1025.0000000000002","2","22","26"
"7","50","0.05","1","29","1209.4499999999998","0","22","28"
"3","50","0","1","34","1511.9999999999993","1","33","16"
"2","50","0","1","33","1086.0000000000002","1","24","25"
"8","50","0.05","1","39","1374.8","2","22","26"
"4","50","0","1","48","1659.9999999999995","1","24","25"
"7","50","0.05","1","30","1209.4499999999998","0","22","28"
"5","50","0","1","20","1125.9999999999995","3","26","21"
"3","50","0","1","35","1511.9999999999998","0","33","17"
"2","50","0","1","34","1127","1","24","25"
"8","50","0.05","1","40","1416.7999999999997","2","22","26"
"4","50","0","1","49","1661.0000000000002","1","25","24"
"1","50","0","1","24","1147.0000000000005","2","23","25"
"7","50","0.05","1","31","1249.4500000000003","0","22","28"
"6","50","0.05","1","26","1281.7500000000005","1","26","23"
"2","50","0","1","35","1248.0000000000005","1","24","25"
"3","50","0","1","36","1632.9999999999995","1","33","16"
"4","50","0","1","50","1662.0000000000002","1","24","25"
"7","50","0.05","1","32","1289.45","0","22","28"
"2","50","0","1","36","1249.0000000000002","1","24","25"
"8","50","0.05","1","41","1418.8","2","22","26"
"3","50","0","1","37","1632.9999999999993","0","33","17"
"5","50","0","1","21","1169.9999999999995","4","26","20"
"4","50","0","1","51","1663","1","25","24"
"1","50","0","1","25","1268.999999999999","2","22","26"
"8","50","0.05","1","42","1460.7999999999993","2","22","26"
"2","50","0","1","37","1290.0000000000005","1","24","25"
"3","50","0","1","38","1633.9999999999993","1","33","16"
"4","50","0","1","52","1663.9999999999998","1","24","25"
"7","50","0.05","1","33","1289.4499999999998","0","22","28"
"6","50","0.05","1","27","1322.7500000000005","1","26","23"
"2","50","0","1","38","1331.0000000000005","1","24","25"
"3","50","0","1","39","1673.9999999999998","0","33","17"
"4","50","0","1","53","1665","1","25","24"
"5","50","0","1","22","1212.9999999999998","3","26","21"
"2","50","0","1","39","1332","1","24","25"
"3","50","0","1","40","1715.0000000000002","1","33","16"
"6","50","0.05","1","28","1323.75","1","26","23"
"4","50","0","1","54","1706","1","24","25"
"7","50","0.05","1","34","1329.4499999999996","0","22","28"
"2","50","0","1","40","1333.0000000000005","1","24","25"
"3","50","0","1","41","1795.0000000000005","0","33","17"
"4","50","0","1","55","1746.9999999999998","1","25","24"
"8","50","0.05","1","43","1462.7999999999995","2","22","26"
"2","50","0","1","41","1334.0000000000005","1","24","25"
"3","50","0","1","42","1876.0000000000007","1","33","16"
"5","50","0","1","23","1257.0000000000002","4","26","20"
"7","50","0.05","1","35","1329.45","0","22","28"
"4","50","0","1","56","1787.9999999999989","1","24","25"
"1","50","0","1","26","1391.0000000000007","2","23","25"
"6","50","0.05","1","29","1444.75","1","26","23"
"8","50","0.05","1","44","1504.7999999999997","2","22","26"
"2","50","0","1","42","1375.0000000000002","1","24","25"
"3","50","0","1","43","1876.0000000000007","0","33","17"
"7","50","0.05","1","36","1329.4499999999998","0","22","28"
"4","50","0","1","57","1788.999999999999","1","25","24"
"7","50","0.05","1","37","1369.4499999999998","0","22","28"
"2","50","0","1","43","1376.0000000000005","1","24","25"
"1","50","0","1","27","1393.0000000000002","2","22","26"
"4","50","0","1","58","1789.9999999999993","1","24","25"
"6","50","0.05","1","30","1525.7499999999995","1","26","23"
"5","50","0","1","24","1299.9999999999998","3","26","21"
"2","50","0","1","44","1457.0000000000007","1","24","25"
"1","50","0","1","28","1395.0000000000007","2","23","25"
"4","50","0","1","59","1830.9999999999989","1","25","24"
"8","50","0.05","1","45","1506.7999999999997","2","22","26"
"6","50","0.05","1","31","1526.7500000000005","1","26","23"
"5","50","0","1","25","1343.9999999999995","4","26","20"
"2","50","0","1","45","1498.0000000000005","1","24","25"
"1","50","0","1","29","1477","2","22","26"
"3","50","0","1","44","1957.0000000000007","1","33","16"
"6","50","0.05","1","32","1527.7500000000002","1","26","23"
"5","50","0","1","26","1426.999999999999","3","26","21"
"4","50","0","1","60","1831.9999999999993","1","24","25"
"2","50","0","1","46","1619","1","24","25"
"1","50","0","1","30","1598.9999999999995","2","23","25"
"6","50","0.05","1","33","1568.7500000000014","1","26","23"
"7","50","0.05","1","38","1369.45","0","22","28"
"4","50","0","1","61","1872.9999999999989","1","25","24"
"2","50","0","1","47","1739.9999999999998","1","24","25"
"5","50","0","1","27","1430.9999999999993","4","26","20"
"1","50","0","1","31","1721","2","22","26"
"8","50","0.05","1","46","1548.7999999999993","2","22","26"
"7","50","0.05","1","39","1369.4500000000005","0","22","28"
"4","50","0","1","62","1873.999999999999","1","24","25"
"3","50","0","1","45","1997.0000000000005","0","33","17"
"2","50","0","1","48","1780.9999999999989","1","24","25"
"1","50","0","1","32","1722.9999999999995","2","23","25"
"5","50","0","1","28","1433.9999999999993","3","26","21"
"8","50","0.05","1","47","1670.8","2","22","26"
"4","50","0","1","63","1874.9999999999989","1","25","24"
"2","50","0","1","49","1821.9999999999998","1","24","25"
"3","50","0","1","46","2038.0000000000005","1","33","16"
"6","50","0.05","1","34","1569.7500000000011","1","26","23"
"8","50","0.05","1","48","1672.7999999999997","2","22","26"
"4","50","0","1","64","1955.999999999999","1","24","25"
"7","50","0.05","1","40","1369.45","0","22","28"
"3","50","0","1","47","2038.000000000001","0","33","17"
"6","50","0.05","1","35","1610.7500000000005","1","26","23"
"8","50","0.05","1","49","1714.7999999999995","2","22","26"
"4","50","0","1","65","1956.9999999999989","1","25","24"
"1","50","0","1","33","1845.0000000000005","2","22","26"
"3","50","0","1","48","2078.999999999999","1","33","16"
"7","50","0.05","1","41","1409.45","0","22","28"
"6","50","0.05","1","36","1611.7500000000002","1","26","23"
"8","50","0.05","1","50","1756.8","2","22","26"
"2","50","0","1","50","1863.0000000000005","1","24","25"
"4","50","0","1","66","1957.9999999999989","1","24","25"
"5","50","0","1","29","1557.9999999999998","4","26","20"
"3","50","0","1","49","2118.999999999999","0","33","17"
"6","50","0.05","1","37","1652.7500000000014","1","26","23"
"7","50","0.05","1","42","1489.4500000000003","0","22","28"
"8","50","0.05","1","51","1758.8000000000002","2","22","26"
"5","50","0","1","30","1680.999999999999","3","26","21"
"3","50","0","1","50","2199.9999999999986","1","33","16"
"6","50","0.05","1","38","1693.75","1","26","23"
"4","50","0","1","67","2079.000000000001","1","25","24"
"7","50","0.05","1","43","1529.4500000000003","0","22","28"
"8","50","0.05","1","52","1800.7999999999997","2","22","26"
"2","50","0","1","51","1903.9999999999984","1","24","25"
"3","50","0","1","51","2199.9999999999995","0","33","17"
"4","50","0","1","68","2120.000000000001","1","24","25"
"8","50","0.05","1","53","1802.7999999999997","2","22","26"
"7","50","0.05","1","44","1529.4499999999996","0","22","28"
"5","50","0","1","31","1684.999999999999","4","26","20"
"4","50","0","1","69","2121.000000000001","1","25","24"
"8","50","0.05","1","54","1924.7999999999997","2","22","26"
"3","50","0","1","52","2200.999999999999","1","33","16"
"7","50","0.05","1","45","1609.4500000000005","0","22","28"
"5","50","0","1","32","1808.0000000000005","3","26","21"
"8","50","0.05","1","55","1966.7999999999997","2","22","26"
"6","50","0.05","1","39","1694.75","1","26","23"
"3","50","0","1","53","2241","0","33","17"
"7","50","0.05","1","46","1609.4500000000007","0","22","28"
"1","50","0","1","34","1967.0000000000002","2","23","25"
"2","50","0","1","52","1904.9999999999993","1","24","25"
"8","50","0.05","1","56","2008.8","2","22","26"
"3","50","0","1","54","2241.999999999999","1","33","16"
"7","50","0.05","1","47","1649.4500000000007","0","22","28"
"2","50","0","1","53","1945.999999999999","1","24","25"
"1","50","0","1","35","2008.9999999999998","2","22","26"
"5","50","0","1","33","1892.0000000000005","4","26","20"
"3","50","0","1","55","2242","0","33","17"
"8","50","0.05","1","57","2050.7999999999997","2","22","26"
"7","50","0.05","1","48","1689.450000000001","0","22","28"
"4","50","0","1","70","2241.999999999999","1","24","25"
"1","50","0","1","36","2051.0000000000014","2","23","25"
"5","50","0","1","34","1934.9999999999993","3","26","21"
"3","50","0","1","56","2362.9999999999995","1","33","16"
"2","50","0","1","54","1987","1","24","25"
"6","50","0.05","1","40","1735.7500000000011","1","26","23"
"7","50","0.05","1","49","1769.4500000000007","0","22","28"
"5","50","0","1","35","1938.9999999999995","4","26","20"
"3","50","0","1","57","2483.0000000000005","0","33","17"
"7","50","0.05","1","50","1809.4500000000003","0","22","28"
"8","50","0.05","1","58","2092.8","2","22","26"
"1","50","0","1","37","2093.0000000000005","2","22","26"
"7","50","0.05","1","51","1929.4499999999987","0","22","28"
"3","50","0","1","58","2523.9999999999995","1","33","16"
"6","50","0.05","1","41","1736.7500000000014","1","26","23"
"5","50","0","1","36","2022","3","26","21"
"2","50","0","1","55","1987.9999999999995","1","24","25"
"8","50","0.05","1","59","2134.8","2","22","26"
"4","50","0","1","71","2242.999999999999","1","25","24"
"6","50","0.05","1","42","1777.7500000000007","1","26","23"
"1","50","0","1","38","2095","2","23","25"
"5","50","0","1","37","2066.000000000001","4","26","20"
"3","50","0","1","59","2523.9999999999995","0","33","17"
"7","50","0.05","1","52","1969.4499999999991","0","22","28"
"6","50","0.05","1","43","1818.7500000000011","1","26","23"
"5","50","0","1","38","2069.000000000001","3","26","21"
"3","50","0","1","60","2524.999999999999","1","33","16"
"8","50","0.05","1","60","2216.8000000000006","2","22","26"
"6","50","0.05","1","44","1819.750000000002","1","26","23"
"7","50","0.05","1","53","2009.4499999999998","0","22","28"
"2","50","0","1","56","2028.9999999999989","1","24","25"
"4","50","0","1","72","2243.9999999999986","1","24","25"
"3","50","0","1","61","2565","0","33","17"
"5","50","0","1","39","2113","4","26","20"
"3","50","0","1","62","2646","1","33","16"
"6","50","0.05","1","45","1900.7500000000014","1","26","23"
"7","50","0.05","1","54","2089.4500000000003","0","22","28"
"5","50","0","1","40","2116.000000000001","3","26","21"
"2","50","0","1","57","2069.999999999999","1","24","25"
"6","50","0.05","1","46","2021.750000000001","1","26","23"
"7","50","0.05","1","55","2089.4500000000003","0","22","28"
"5","50","0","1","41","2120","4","26","20"
"1","50","0","1","39","2137","2","22","26"
"6","50","0.05","1","47","2102.7499999999995","1","26","23"
"4","50","0","1","73","2244.999999999999","1","25","24"
"7","50","0.05","1","56","2129.4499999999994","0","22","28"
"5","50","0","1","42","2243.000000000001","3","26","21"
"8","50","0.05","1","61","2298.8000000000006","2","22","26"
"6","50","0.05","1","48","2103.75","1","26","23"
"3","50","0","1","63","2685.9999999999995","0","33","17"
"1","50","0","1","40","2139.000000000001","2","23","25"
"7","50","0.05","1","57","2249.45","0","22","28"
"5","50","0","1","43","2286.9999999999995","4","26","20"
"2","50","0","1","58","2110.9999999999995","1","24","25"
"4","50","0","1","74","2245.999999999999","1","24","25"
"1","50","0","1","41","2181.0000000000014","2","22","26"
"3","50","0","1","64","2806.999999999998","1","33","16"
"8","50","0.05","1","62","2300.8000000000006","2","22","26"
"6","50","0.05","1","49","2144.7500000000005","1","26","23"
"7","50","0.05","1","58","2249.45","0","22","28"
"4","50","0","1","75","2367.0000000000014","1","25","24"
"3","50","0","1","65","2847.000000000001","0","33","17"
"1","50","0","1","42","2223.0000000000005","2","23","25"
"2","50","0","1","59","2151.999999999999","1","24","25"
"5","50","0","1","44","2330.000000000001","3","26","21"
"8","50","0.05","1","63","2342.8","2","22","26"
"3","50","0","1","66","2847.9999999999995","1","33","16"
"4","50","0","1","76","2368.000000000001","1","24","25"
"7","50","0.05","1","59","2369.4500000000007","0","22","28"
"6","50","0.05","1","50","2185.75","1","26","23"
"2","50","0","1","60","2232.9999999999995","1","24","25"
"4","50","0","1","77","2409.0000000000005","1","25","24"
"7","50","0.05","1","60","2409.45","0","22","28"
"6","50","0.05","1","51","2226.7500000000005","1","26","23"
"3","50","0","1","67","2848.000000000001","0","33","17"
"2","50","0","1","61","2354","1","24","25"
"8","50","0.05","1","64","2344.8","2","22","26"
"4","50","0","1","78","2450.000000000001","1","24","25"
"5","50","0","1","45","2334.000000000001","4","26","20"
"6","50","0.05","1","52","2227.7500000000005","1","26","23"
"3","50","0","1","68","2849.000000000001","1","33","16"
"2","50","0","1","62","2354.9999999999995","1","24","25"
"4","50","0","1","79","2451.000000000002","1","25","24"
"1","50","0","1","43","2265.0000000000005","2","22","26"
"7","50","0.05","1","61","2489.4500000000003","0","22","28"
"3","50","0","1","69","2889.0000000000005","0","33","17"
"6","50","0.05","1","53","2228.7500000000005","1","26","23"
"5","50","0","1","46","2337.0000000000005","3","26","21"
"2","50","0","1","63","2395.9999999999995","1","24","25"
"1","50","0","1","44","2387.0000000000005","2","23","25"
"6","50","0.05","1","54","2229.75","1","26","23"
"5","50","0","1","47","2381.0000000000005","4","26","20"
"4","50","0","1","80","2532.0000000000005","1","24","25"
"2","50","0","1","64","2437","1","24","25"
"5","50","0","1","48","2464.0000000000014","3","26","21"
"8","50","0.05","1","65","2386.7999999999997","2","22","26"
"6","50","0.05","1","55","2230.75","1","26","23"
"3","50","0","1","70","2969.9999999999986","1","33","16"
"4","50","0","1","81","2573.0000000000005","1","25","24"
"1","50","0","1","45","2429","2","22","26"
"7","50","0.05","1","62","2489.4500000000007","0","22","28"
"2","50","0","1","65","2558","1","24","25"
"6","50","0.05","1","56","2271.75","1","26","23"
