"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"vary tau"
"05/05/2018 15:17:25:980 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","26","0","15"
"[run number]","N","tau","p","[step]","total-wealth","sum [wealth] of turtles with [ strategy = 0 ]","sum [wealth] of turtles with [ strategy = 1 ]","sum [wealth] of turtles with [ strategy = 2 ]","sum [wealth] of turtles with [ strategy = 3 ]"
"2","50","0","1","39","1821.9999999999995","1821.9999999999995","0","0","0"
"7","50","0.05","1","37","1553.15","1553.15","0","0","0"
"4","50","0","1","32","1141.9999999999998","1141.9999999999998","0","0","0"
"5","50","0","1","32","1388.0000000000002","1388.0000000000002","0","0","0"
"6","50","0.05","1","28","1058.8500000000001","1058.8500000000001","0","0","0"
"3","50","0","1","43","2300.0000000000005","2300.0000000000005","0","0","0"
"2","50","0","1","40","1909.9999999999998","1909.9999999999998","0","0","0"
"1","50","0","1","23","848","848","0","0","0"
"4","50","0","1","33","1186.0000000000002","1186.0000000000002","0","0","0"
"3","50","0","1","44","2341.0000000000005","2341.0000000000005","0","0","0"
"2","50","0","1","41","1958.0000000000005","1958.0000000000005","0","0","0"
"7","50","0.05","1","38","1555.5000000000002","1555.5000000000002","0","0","0"
"6","50","0.05","1","29","1064.5","1064.5","0","0","0"
"5","50","0","1","33","1393.9999999999998","1393.9999999999998","0","0","0"
"3","50","0","1","45","2463.9999999999995","2463.9999999999995","0","0","0"
"4","50","0","1","34","1230.9999999999998","1230.9999999999998","0","0","0"
"1","50","0","1","24","932.0000000000001","932.0000000000001","0","0","0"
"2","50","0","1","42","2045.0000000000002","2045.0000000000002","0","0","0"
"3","50","0","1","46","2509.0000000000005","2509.0000000000005","0","0","0"
"8","50","0.05","1","34","1319.8","1319.8","0","0","0"
"4","50","0","1","35","1276","1276","0","0","0"
"6","50","0.05","1","30","1066.2500000000002","1066.2500000000002","0","0","0"
"2","50","0","1","43","2047.9999999999998","2047.9999999999998","0","0","0"
"7","50","0.05","1","39","1678.2500000000005","1678.2500000000005","0","0","0"
"3","50","0","1","47","2515.0000000000014","2515.0000000000014","0","0","0"
"5","50","0","1","34","1436.9999999999998","1436.9999999999998","0","0","0"
"4","50","0","1","36","1361.0000000000002","1361.0000000000002","0","0","0"
"2","50","0","1","44","2132.9999999999995","2132.9999999999995","0","0","0"
"1","50","0","1","25","939.0000000000001","939.0000000000001","0","0","0"
"7","50","0.05","1","40","1679.8499999999997","1679.8499999999997","0","0","0"
"4","50","0","1","37","1405","1405","0","0","0"
"2","50","0","1","45","2139.0000000000005","2139.0000000000005","0","0","0"
"5","50","0","1","35","1564.9999999999998","1564.9999999999998","0","0","0"
"6","50","0.05","1","31","1191.5499999999997","1191.5499999999997","0","0","0"
"7","50","0.05","1","41","1683.0499999999993","1683.0499999999993","0","0","0"
"8","50","0.05","1","35","1445","1445","0","0","0"
"3","50","0","1","48","2559.0000000000005","2559.0000000000005","0","0","0"
"2","50","0","1","46","2224.0000000000005","2224.0000000000005","0","0","0"
"4","50","0","1","38","1449","1449","0","0","0"
"5","50","0","1","36","1606.0000000000002","1606.0000000000002","0","0","0"
"5","50","0","1","37","1614.0000000000007","1614.0000000000007","0","0","0"
"4","50","0","1","39","1452.999999999999","1452.999999999999","0","0","0"
"2","50","0","1","47","2345.0000000000005","2345.0000000000005","0","0","0"
"6","50","0.05","1","32","1192.7500000000005","1192.7500000000005","0","0","0"
"8","50","0.05","1","36","1486.1499999999994","1486.1499999999994","0","0","0"
"7","50","0.05","1","42","1688.6000000000001","1688.6000000000001","0","0","0"
