"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"vary tau"
"04/27/2018 21:44:13:062 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","56","0","30"
"[run number]","N","tau","p","[step]","total-wealth","sum [wealth] of turtles with [ strategy = 0 ]","sum [wealth] of turtles with [ strategy = 1 ]"
"1","50","0","1","9","457","457","0"
"7","50","0.05","1","13","764.9499999999997","764.9499999999997","0"
"2","50","0","1","4","200","200","0"
"6","50","0.05","1","6","331.59999999999997","331.59999999999997","0"
"4","50","0","1","19","1025.0000000000007","1025.0000000000007","0"
"8","50","0.05","1","0","0","0","0"
"7","50","0.05","1","14","814.8999999999997","814.8999999999997","0"
"1","50","0","1","10","482.0000000000001","482.0000000000001","0"
"3","50","0","1","7","449","449","0"
"2","50","0","1","5","250","250","0"
"4","50","0","1","20","1071.0000000000007","1071.0000000000007","0"
"7","50","0.05","1","15","942.7999999999996","942.7999999999996","0"
"1","50","0","1","11","506.9999999999999","506.9999999999999","0"
"7","50","0.05","1","16","1065.35","1065.35","0"
"4","50","0","1","21","1115","1115","0"
"7","50","0.05","1","17","1146.8000000000002","1146.8000000000002","0"
"3","50","0","1","8","597","597","0"
"1","50","0","1","12","572.0000000000001","572.0000000000001","0"
"4","50","0","1","22","1158","1158","0"
"7","50","0.05","1","18","1225.15","1225.15","0"
"3","50","0","1","9","639.0000000000002","639.0000000000002","0"
"1","50","0","1","13","676.0000000000001","676.0000000000001","0"
"7","50","0.05","1","19","1298.2999999999997","1298.2999999999997","0"
"4","50","0","1","23","1239","1239","0"
"3","50","0","1","10","712","712","0"
"7","50","0.05","1","20","1368.7500000000002","1368.7500000000002","0"
"1","50","0","1","14","761","761","0"
"4","50","0","1","24","1316.9999999999995","1316.9999999999995","0"
"8","50","0.05","1","1","50","50","0"
"7","50","0.05","1","21","1398.2999999999995","1398.2999999999995","0"
"3","50","0","1","11","753.9999999999998","753.9999999999998","0"
"1","50","0","1","15","806.0000000000006","806.0000000000006","0"
"7","50","0.05","1","22","1421.9999999999993","1421.9999999999993","0"
"4","50","0","1","25","1392","1392","0"
"8","50","0.05","1","2","100","100","0"
"3","50","0","1","12","832.9999999999999","832.9999999999999","0"
"1","50","0","1","16","886.0000000000003","886.0000000000003","0"
"7","50","0.05","1","23","1443.8999999999996","1443.8999999999996","0"
"4","50","0","1","26","1544.9999999999993","1544.9999999999993","0"
"5","50","0","1","1","50","50","0"
"1","50","0","1","17","963.0000000000003","963.0000000000003","0"
"3","50","0","1","13","869.9999999999999","869.9999999999999","0"
"2","50","0","1","6","329","329","0"
"7","50","0.05","1","24","1463.7999999999995","1463.7999999999995","0"
"4","50","0","1","27","1622.999999999999","1622.999999999999","0"
"1","50","0","1","18","1003.0000000000005","1003.0000000000005","0"
"8","50","0.05","1","3","150","150","0"
"3","50","0","1","14","940.9999999999999","940.9999999999999","0"
"7","50","0.05","1","25","1478.5499999999995","1478.5499999999995","0"
"4","50","0","1","28","1660.9999999999995","1660.9999999999995","0"
"2","50","0","1","7","443.0000000000001","443.0000000000001","0"
"1","50","0","1","19","1038.0000000000007","1038.0000000000007","0"
"5","50","0","1","2","100","100","0"
"7","50","0.05","1","26","1488.3","1488.3","0"
"3","50","0","1","15","1005.9999999999999","1005.9999999999999","0"
"4","50","0","1","29","1738.999999999999","1738.999999999999","0"
"1","50","0","1","20","1108.0000000000007","1108.0000000000007","0"
"7","50","0.05","1","27","1493.0499999999997","1493.0499999999997","0"
"8","50","0.05","1","4","200","200","0"
"4","50","0","1","30","1817.999999999999","1817.999999999999","0"
"3","50","0","1","16","1071","1071","0"
"1","50","0","1","21","1179.0000000000005","1179.0000000000005","0"
"2","50","0","1","8","558.0000000000002","558.0000000000002","0"
"7","50","0.05","1","28","1496.9999999999998","1496.9999999999998","0"
"4","50","0","1","31","1893.9999999999995","1893.9999999999995","0"
"5","50","0","1","3","150","150","0"
"3","50","0","1","17","1132.9999999999998","1132.9999999999998","0"
"1","50","0","1","22","1205.0000000000007","1205.0000000000007","0"
"7","50","0.05","1","29","1498.8999999999999","1498.8999999999999","0"
"2","50","0","1","9","707.0000000000002","707.0000000000002","0"
"6","50","0.05","1","7","403.6499999999999","403.6499999999999","0"
"4","50","0","1","32","1965.9999999999989","1965.9999999999989","0"
"8","50","0.05","1","5","250","250","0"
"3","50","0","1","18","1230.9999999999998","1230.9999999999998","0"
"1","50","0","1","23","1302.0000000000002","1302.0000000000002","0"
"7","50","0.05","1","30","1578.8000000000002","1578.8000000000002","0"
"4","50","0","1","33","2034.9999999999993","2034.9999999999993","0"
"1","50","0","1","24","1421.0000000000005","1421.0000000000005","0"
"3","50","0","1","19","1357","1357","0"
"5","50","0","1","4","200","200","0"
"7","50","0.05","1","31","1604.4500000000003","1604.4500000000003","0"
"4","50","0","1","34","2101.999999999999","2101.999999999999","0"
"6","50","0.05","1","8","433.84999999999985","433.84999999999985","0"
"1","50","0","1","25","1462","1462","0"
"3","50","0","1","20","1402","1402","0"
"8","50","0.05","1","6","328.44999999999993","328.44999999999993","0"
"7","50","0.05","1","32","1631.4500000000007","1631.4500000000007","0"
"4","50","0","1","35","2206","2206","0"
"6","50","0.05","1","9","455.39999999999975","455.39999999999975","0"
"1","50","0","1","26","1498","1498","0"
"3","50","0","1","21","1485.9999999999998","1485.9999999999998","0"
"7","50","0.05","1","33","1658.4500000000003","1658.4500000000003","0"
"5","50","0","1","5","250","250","0"
"4","50","0","1","36","2288.0000000000005","2288.0000000000005","0"
"1","50","0","1","27","1609.0000000000002","1609.0000000000002","0"
"2","50","0","1","10","745.0000000000002","745.0000000000002","0"
"3","50","0","1","22","1530.9999999999995","1530.9999999999995","0"
"7","50","0.05","1","34","1685.4499999999998","1685.4499999999998","0"
"8","50","0.05","1","7","480.4499999999999","480.4499999999999","0"
"1","50","0","1","28","1683.0000000000007","1683.0000000000007","0"
"4","50","0","1","37","2373","2373","0"
"6","50","0.05","1","10","546.9000000000002","546.9000000000002","0"
"2","50","0","1","11","823.0000000000002","823.0000000000002","0"
"7","50","0.05","1","35","1712.45","1712.45","0"
"3","50","0","1","23","1574.9999999999998","1574.9999999999998","0"
"1","50","0","1","29","1767.0000000000007","1767.0000000000007","0"
"5","50","0","1","6","331","331","0"
"4","50","0","1","38","2419.000000000001","2419.000000000001","0"
"7","50","0.05","1","36","1854.2000000000003","1854.2000000000003","0"
"3","50","0","1","24","1651","1651","0"
"1","50","0","1","30","1849.0000000000005","1849.0000000000005","0"
"2","50","0","1","12","946","946","0"
"6","50","0.05","1","11","625.5000000000001","625.5000000000001","0"
"4","50","0","1","39","2463.0000000000005","2463.0000000000005","0"
"8","50","0.05","1","8","518.0499999999997","518.0499999999997","0"
"7","50","0.05","1","37","1893.3500000000008","1893.3500000000008","0"
"1","50","0","1","31","1887.000000000001","1887.000000000001","0"
"4","50","0","1","40","2624.000000000001","2624.000000000001","0"
"6","50","0.05","1","12","673.95","673.95","0"
"5","50","0","1","7","367","367","0"
"7","50","0.05","1","38","1969.1000000000004","1969.1000000000004","0"
"2","50","0","1","13","989.9999999999998","989.9999999999998","0"
"6","50","0.05","1","13","721.9","721.9","0"
"4","50","0","1","41","2665.0000000000014","2665.0000000000014","0"
"1","50","0","1","32","1959.0000000000005","1959.0000000000005","0"
"8","50","0.05","1","9","589.6999999999998","589.6999999999998","0"
"7","50","0.05","1","39","2128.5999999999995","2128.5999999999995","0"
"2","50","0","1","14","1031","1031","0"
"6","50","0.05","1","14","888.85","888.85","0"
"1","50","0","1","33","1993.0000000000002","1993.0000000000002","0"
"4","50","0","1","42","2740","2740","0"
"5","50","0","1","8","392","392","0"
"3","50","0","1","25","1727.0000000000002","1727.0000000000002","0"
"7","50","0.05","1","40","2172.85","2172.85","0"
"6","50","0.05","1","15","1012.4000000000002","1012.4000000000002","0"
"1","50","0","1","34","2061.0000000000005","2061.0000000000005","0"
"4","50","0","1","43","2855.000000000001","2855.000000000001","0"
"8","50","0.05","1","10","659.95","659.95","0"
"2","50","0","1","15","1106.0000000000002","1106.0000000000002","0"
"7","50","0.05","1","41","2217.85","2217.85","0"
"6","50","0.05","1","16","1046.5500000000002","1046.5500000000002","0"
"1","50","0","1","35","2213","2213","0"
"4","50","0","1","44","2890.000000000001","2890.000000000001","0"
"3","50","0","1","26","1755.9999999999998","1755.9999999999998","0"
"5","50","0","1","9","445.00000000000006","445.00000000000006","0"
"7","50","0.05","1","42","2299.7000000000003","2299.7000000000003","0"
"6","50","0.05","1","17","1193.1499999999996","1193.1499999999996","0"
"1","50","0","1","36","2298.9999999999995","2298.9999999999995","0"
"4","50","0","1","45","2920.0000000000005","2920.0000000000005","0"
"2","50","0","1","16","1181","1181","0"
"8","50","0.05","1","11","693.8000000000002","693.8000000000002","0"
"7","50","0.05","1","43","2340.2499999999995","2340.2499999999995","0"
"6","50","0.05","1","18","1233.6","1233.6","0"
"1","50","0","1","37","2378.9999999999995","2378.9999999999995","0"
"4","50","0","1","46","2988","2988","0"
"3","50","0","1","27","1772.9999999999998","1772.9999999999998","0"
"5","50","0","1","10","507.0000000000001","507.0000000000001","0"
"7","50","0.05","1","44","2371.7999999999997","2371.7999999999997","0"
"6","50","0.05","1","19","1310.3500000000004","1310.3500000000004","0"
"1","50","0","1","38","2416","2416","0"
"4","50","0","1","47","3027.9999999999995","3027.9999999999995","0"
"2","50","0","1","17","1207.9999999999998","1207.9999999999998","0"
"8","50","0.05","1","12","727.8000000000002","727.8000000000002","0"
"6","50","0.05","1","20","1385.9000000000003","1385.9000000000003","0"
"7","50","0.05","1","45","2476.4499999999994","2476.4499999999994","0"
"1","50","0","1","39","2572.000000000001","2572.000000000001","0"
"3","50","0","1","28","1864.9999999999998","1864.9999999999998","0"
"4","50","0","1","48","3105.0000000000005","3105.0000000000005","0"
"5","50","0","1","11","534","534","0"
"6","50","0.05","1","21","1460.55","1460.55","0"
"7","50","0.05","1","46","2621.2000000000007","2621.2000000000007","0"
"2","50","0","1","18","1311","1311","0"
"1","50","0","1","40","2615","2615","0"
"4","50","0","1","49","3140.9999999999995","3140.9999999999995","0"
"8","50","0.05","1","13","798.6500000000002","798.6500000000002","0"
"6","50","0.05","1","22","1496.3000000000002","1496.3000000000002","0"
"7","50","0.05","1","47","2706.850000000001","2706.850000000001","0"
"3","50","0","1","29","1941.0000000000002","1941.0000000000002","0"
"1","50","0","1","41","2652.000000000001","2652.000000000001","0"
"4","50","0","1","50","3167.999999999999","3167.999999999999","0"
"5","50","0","1","12","640.9999999999998","640.9999999999998","0"
"6","50","0.05","1","23","1527.05","1527.05","0"
"7","50","0.05","1","48","2750.6000000000004","2750.6000000000004","0"
"2","50","0","1","19","1429.0000000000007","1429.0000000000007","0"
"1","50","0","1","42","2723","2723","0"
"8","50","0.05","1","14","947.2500000000007","947.2500000000007","0"
"4","50","0","1","51","3231.999999999999","3231.999999999999","0"
"6","50","0.05","1","24","1635.9499999999998","1635.9499999999998","0"
"3","50","0","1","30","1985.9999999999998","1985.9999999999998","0"
"7","50","0.05","1","49","2832.5","2832.5","0"
"1","50","0","1","43","2800","2800","0"
"5","50","0","1","13","688.9999999999998","688.9999999999998","0"
"4","50","0","1","52","3339.9999999999986","3339.9999999999986","0"
"6","50","0.05","1","25","1673.650000000001","1673.650000000001","0"
"2","50","0","1","20","1508.0000000000005","1508.0000000000005","0"
"7","50","0.05","1","50","2996.3000000000006","2996.3000000000006","0"
"6","50","0.05","1","26","1745.3000000000006","1745.3000000000006","0"
"8","50","0.05","1","15","985.7000000000002","985.7000000000002","0"
"4","50","0","1","53","3378.999999999999","3378.999999999999","0"
"1","50","0","1","44","2832.000000000001","2832.000000000001","0"
"3","50","0","1","31","2069","2069","0"
"7","50","0.05","1","51","3161.7999999999997","3161.7999999999997","0"
"6","50","0.05","1","27","1777.3500000000004","1777.3500000000004","0"
"5","50","0","1","14","775.9999999999995","775.9999999999995","0"
"4","50","0","1","54","3412.9999999999986","3412.9999999999986","0"
"1","50","0","1","45","2856","2856","0"
"2","50","0","1","21","1593","1593","0"
"6","50","0.05","1","28","1807.2000000000007","1807.2000000000007","0"
"7","50","0.05","1","52","3204.2499999999995","3204.2499999999995","0"
"8","50","0.05","1","16","1098.3499999999997","1098.3499999999997","0"
"4","50","0","1","55","3445.9999999999995","3445.9999999999995","0"
"1","50","0","1","46","2876.000000000001","2876.000000000001","0"
"3","50","0","1","32","2155.0000000000005","2155.0000000000005","0"
"6","50","0.05","1","29","1916.15","1916.15","0"
"7","50","0.05","1","53","3323.05","3323.05","0"
"5","50","0","1","15","857.9999999999999","857.9999999999999","0"
"4","50","0","1","56","3514.9999999999995","3514.9999999999995","0"
"1","50","0","1","47","2933","2933","0"
"2","50","0","1","22","1638.0000000000002","1638.0000000000002","0"
"6","50","0.05","1","30","2074.05","2074.05","0"
"8","50","0.05","1","17","1135.5999999999997","1135.5999999999997","0"
"7","50","0.05","1","54","3395.3500000000004","3395.3500000000004","0"
"4","50","0","1","57","3551.999999999999","3551.999999999999","0"
"3","50","0","1","33","2282.0000000000005","2282.0000000000005","0"
"6","50","0.05","1","31","2120.350000000001","2120.350000000001","0"
"1","50","0","1","48","2958","2958","0"
"5","50","0","1","16","1020.9999999999995","1020.9999999999995","0"
"7","50","0.05","1","55","3471.0500000000006","3471.0500000000006","0"
"6","50","0.05","1","32","2163.1500000000005","2163.1500000000005","0"
"2","50","0","1","23","1801.0000000000007","1801.0000000000007","0"
"4","50","0","1","58","3625.9999999999986","3625.9999999999986","0"
"1","50","0","1","49","2980","2980","0"
"8","50","0.05","1","18","1212.5500000000002","1212.5500000000002","0"
"7","50","0.05","1","56","3624.3999999999996","3624.3999999999996","0"
"3","50","0","1","34","2326.000000000001","2326.000000000001","0"
"6","50","0.05","1","33","2238.8","2238.8","0"
"4","50","0","1","59","3733.9999999999995","3733.9999999999995","0"
"1","50","0","1","50","2996.000000000001","2996.000000000001","0"
"5","50","0","1","17","1185.9999999999998","1185.9999999999998","0"
"7","50","0.05","1","57","3672.55","3672.55","0"
"6","50","0.05","1","34","2316.2999999999997","2316.2999999999997","0"
"2","50","0","1","24","1888.0000000000007","1888.0000000000007","0"
"4","50","0","1","60","3853.999999999999","3853.999999999999","0"
"8","50","0.05","1","19","1259.7999999999997","1259.7999999999997","0"
"1","50","0","1","51","3051.0000000000005","3051.0000000000005","0"
"3","50","0","1","35","2363.0000000000014","2363.0000000000014","0"
"7","50","0.05","1","58","3758.4","3758.4","0"
"6","50","0.05","1","35","2390.9500000000007","2390.9500000000007","0"
"4","50","0","1","61","3934.0000000000005","3934.0000000000005","0"
"5","50","0","1","18","1348.9999999999998","1348.9999999999998","0"
"1","50","0","1","52","3068.000000000001","3068.000000000001","0"
"2","50","0","1","25","1932","1932","0"
"6","50","0.05","1","36","2502.2999999999997","2502.2999999999997","0"
"7","50","0.05","1","59","3802.1","3802.1","0"
"8","50","0.05","1","20","1300.4500000000003","1300.4500000000003","0"
"4","50","0","1","62","4093.0000000000005","4093.0000000000005","0"
"1","50","0","1","53","3122.000000000002","3122.000000000002","0"
"3","50","0","1","36","2395.0000000000005","2395.0000000000005","0"
"6","50","0.05","1","37","2665.3","2665.3","0"
"7","50","0.05","1","60","3842.949999999999","3842.949999999999","0"
"5","50","0","1","19","1390","1390","0"
"4","50","0","1","63","4182.000000000001","4182.000000000001","0"
"2","50","0","1","26","2003.0000000000005","2003.0000000000005","0"
"1","50","0","1","54","3134.000000000001","3134.000000000001","0"
"6","50","0.05","1","38","2748.6999999999994","2748.6999999999994","0"
"7","50","0.05","1","61","3915.55","3915.55","0"
"8","50","0.05","1","21","1336.2000000000005","1336.2000000000005","0"
"4","50","0","1","64","4270","4270","0"
"3","50","0","1","37","2420.000000000001","2420.000000000001","0"
"6","50","0.05","1","39","2824.0999999999995","2824.0999999999995","0"
"1","50","0","1","55","3263.0000000000014","3263.0000000000014","0"
"5","50","0","1","20","1424","1424","0"
"7","50","0.05","1","62","3982.2999999999993","3982.2999999999993","0"
"4","50","0","1","65","4313","4313","0"
"3","50","0","1","38","2431.0000000000005","2431.0000000000005","0"
"6","50","0.05","1","40","2903.699999999999","2903.699999999999","0"
"8","50","0.05","1","22","1366.9500000000003","1366.9500000000003","0"
"1","50","0","1","56","3312.000000000001","3312.000000000001","0"
"7","50","0.05","1","63","4128.65","4128.65","0"
"4","50","0","1","66","4390","4390","0"
"3","50","0","1","39","2477.9999999999995","2477.9999999999995","0"
"6","50","0.05","1","41","3024.649999999999","3024.649999999999","0"
"5","50","0","1","21","1530.0000000000002","1530.0000000000002","0"
"1","50","0","1","57","3399.0000000000005","3399.0000000000005","0"
"7","50","0.05","1","64","4212.25","4212.25","0"
"4","50","0","1","67","4427.000000000001","4427.000000000001","0"
"3","50","0","1","40","2503","2503","0"
"8","50","0.05","1","23","1393.75","1393.75","0"
"6","50","0.05","1","42","3111.05","3111.05","0"
"1","50","0","1","58","3526.0000000000014","3526.0000000000014","0"
"7","50","0.05","1","65","4334.000000000001","4334.000000000001","0"
"5","50","0","1","22","1562.0000000000005","1562.0000000000005","0"
"3","50","0","1","41","2602.999999999999","2602.999999999999","0"
"4","50","0","1","68","4451.000000000001","4451.000000000001","0"
"6","50","0.05","1","43","3185.3499999999995","3185.3499999999995","0"
"7","50","0.05","1","66","4419.699999999999","4419.699999999999","0"
"2","50","0","1","27","2078.000000000001","2078.000000000001","0"
"1","50","0","1","59","3574.0000000000014","3574.0000000000014","0"
"8","50","0.05","1","24","1406.0500000000002","1406.0500000000002","0"
"6","50","0.05","1","44","3224.8999999999996","3224.8999999999996","0"
"4","50","0","1","69","4586.999999999999","4586.999999999999","0"
"2","50","0","1","28","2107.000000000001","2107.000000000001","0"
"7","50","0.05","1","67","4466.450000000003","4466.450000000003","0"
"1","50","0","1","60","3659.000000000001","3659.000000000001","0"
"5","50","0","1","23","1590","1590","0"
"6","50","0.05","1","45","3295.449999999999","3295.449999999999","0"
"4","50","0","1","70","4673.000000000001","4673.000000000001","0"
"8","50","0.05","1","25","1492.7499999999995","1492.7499999999995","0"
"2","50","0","1","29","2252.0000000000005","2252.0000000000005","0"
"7","50","0.05","1","68","4591.35","4591.35","0"
"1","50","0","1","61","3695.000000000002","3695.000000000002","0"
"2","50","0","1","30","2420.0000000000005","2420.0000000000005","0"
"8","50","0.05","1","26","1516.45","1516.45","0"
"6","50","0.05","1","46","3361.849999999999","3361.849999999999","0"
"4","50","0","1","71","4759.999999999999","4759.999999999999","0"
"7","50","0.05","1","69","4754.900000000001","4754.900000000001","0"
"2","50","0","1","31","2507","2507","0"
"1","50","0","1","62","3722.000000000003","3722.000000000003","0"
"8","50","0.05","1","27","1580.4","1580.4","0"
"6","50","0.05","1","47","3384.25","3384.25","0"
"7","50","0.05","1","70","4877.25","4877.25","0"
"3","50","0","1","42","2649","2649","0"
"2","50","0","1","32","2555.9999999999995","2555.9999999999995","0"
"5","50","0","1","24","1733","1733","0"
"6","50","0.05","1","48","3444.0999999999995","3444.0999999999995","0"
"1","50","0","1","63","3822.000000000002","3822.000000000002","0"
"5","50","0","1","25","1816.0000000000002","1816.0000000000002","0"
"7","50","0.05","1","71","4954.7","4954.7","0"
"3","50","0","1","43","2693.999999999999","2693.999999999999","0"
"2","50","0","1","33","2713.000000000001","2713.000000000001","0"
"6","50","0.05","1","49","3503.6999999999994","3503.6999999999994","0"
"8","50","0.05","1","28","1705.0999999999995","1705.0999999999995","0"
"7","50","0.05","1","72","5067.500000000001","5067.500000000001","0"
"3","50","0","1","44","2778.9999999999995","2778.9999999999995","0"
"8","50","0.05","1","29","1792.9999999999998","1792.9999999999998","0"
"6","50","0.05","1","50","3561.499999999999","3561.499999999999","0"
"2","50","0","1","34","2759.9999999999995","2759.9999999999995","0"
"5","50","0","1","26","1898.9999999999998","1898.9999999999998","0"
"4","50","0","1","72","4883.000000000003","4883.000000000003","0"
"7","50","0.05","1","73","5103.6500000000015","5103.6500000000015","0"
"8","50","0.05","1","30","1842.8999999999992","1842.8999999999992","0"
"2","50","0","1","35","2842.0000000000005","2842.0000000000005","0"
"5","50","0","1","27","1940","1940","0"
"8","50","0.05","1","31","2009.7499999999989","2009.7499999999989","0"
"7","50","0.05","1","74","5178.549999999999","5178.549999999999","0"
"3","50","0","1","45","2826.9999999999995","2826.9999999999995","0"
"6","50","0.05","1","51","3617.2","3617.2","0"
"2","50","0","1","36","2998","2998","0"
"4","50","0","1","73","4929.000000000001","4929.000000000001","0"
"8","50","0.05","1","32","2090.149999999999","2090.149999999999","0"
"3","50","0","1","46","2912","2912","0"
"1","50","0","1","64","3843.0000000000005","3843.0000000000005","0"
"6","50","0.05","1","52","3711.950000000001","3711.950000000001","0"
"4","50","0","1","74","4973","4973","0"
"8","50","0.05","1","33","2161.4","2161.4","0"
"3","50","0","1","47","2991.9999999999995","2991.9999999999995","0"
"5","50","0","1","28","1977","1977","0"
"6","50","0.05","1","53","3757.2500000000014","3757.2500000000014","0"
"4","50","0","1","75","5010","5010","0"
"8","50","0.05","1","34","2190.5999999999995","2190.5999999999995","0"
"1","50","0","1","65","3859.0000000000014","3859.0000000000014","0"
"3","50","0","1","48","3023.9999999999995","3023.9999999999995","0"
"6","50","0.05","1","54","3841.1000000000004","3841.1000000000004","0"
"8","50","0.05","1","35","2216.4000000000005","2216.4000000000005","0"
"4","50","0","1","76","5119.000000000001","5119.000000000001","0"
"7","50","0.05","1","75","5301.699999999998","5301.699999999998","0"
"3","50","0","1","49","3046.999999999999","3046.999999999999","0"
"5","50","0","1","29","2091","2091","0"
"6","50","0.05","1","55","3883.75","3883.75","0"
"8","50","0.05","1","36","2316.1000000000004","2316.1000000000004","0"
"4","50","0","1","77","5184.999999999999","5184.999999999999","0"
"1","50","0","1","66","3874.000000000002","3874.000000000002","0"
"7","50","0.05","1","76","5347.399999999999","5347.399999999999","0"
"8","50","0.05","1","37","2390.8","2390.8","0"
"6","50","0.05","1","56","3926.7499999999995","3926.7499999999995","0"
"5","50","0","1","30","2174.9999999999995","2174.9999999999995","0"
"4","50","0","1","78","5216.999999999999","5216.999999999999","0"
"2","50","0","1","37","3122.0000000000005","3122.0000000000005","0"
"8","50","0.05","1","38","2473.0499999999997","2473.0499999999997","0"
"6","50","0.05","1","57","4007.649999999999","4007.649999999999","0"
"4","50","0","1","79","5284","5284","0"
"2","50","0","1","38","3202","3202","0"
"5","50","0","1","31","2253","2253","0"
"8","50","0.05","1","39","2515.6499999999996","2515.6499999999996","0"
"7","50","0.05","1","77","5427.099999999999","5427.099999999999","0"
"6","50","0.05","1","58","4082.1499999999987","4082.1499999999987","0"
"4","50","0","1","80","5318.999999999999","5318.999999999999","0"
"1","50","0","1","67","3927.999999999999","3927.999999999999","0"
"2","50","0","1","39","3240.9999999999995","3240.9999999999995","0"
"8","50","0.05","1","40","2676.55","2676.55","0"
"6","50","0.05","1","59","4193.5","4193.5","0"
"3","50","0","1","50","3061.999999999999","3061.999999999999","0"
"4","50","0","1","81","5392.999999999999","5392.999999999999","0"
"8","50","0.05","1","41","2725.050000000001","2725.050000000001","0"
"1","50","0","1","68","3968.0000000000014","3968.0000000000014","0"
"5","50","0","1","32","2332","2332","0"
"2","50","0","1","40","3318","3318","0"
"7","50","0.05","1","78","5514.5","5514.5","0"
"6","50","0.05","1","60","4350.4000000000015","4350.4000000000015","0"
"4","50","0","1","82","5426.999999999999","5426.999999999999","0"
"8","50","0.05","1","42","2768.8","2768.8","0"
"3","50","0","1","51","3191","3191","0"
"6","50","0.05","1","61","4473.500000000002","4473.500000000002","0"
"7","50","0.05","1","79","5598.100000000001","5598.100000000001","0"
"4","50","0","1","83","5575","5575","0"
"8","50","0.05","1","43","2884.400000000001","2884.400000000001","0"
"5","50","0","1","33","2406.0000000000005","2406.0000000000005","0"
"2","50","0","1","41","3356.9999999999995","3356.9999999999995","0"
"6","50","0.05","1","62","4591.950000000003","4591.950000000003","0"
"4","50","0","1","84","5621","5621","0"
"8","50","0.05","1","44","2921.600000000001","2921.600000000001","0"
"1","50","0","1","69","4086.0000000000005","4086.0000000000005","0"
"3","50","0","1","52","3359.0000000000005","3359.0000000000005","0"
"7","50","0.05","1","80","5675.699999999998","5675.699999999998","0"
"5","50","0","1","34","2474","2474","0"
"4","50","0","1","85","5699.000000000002","5699.000000000002","0"
"8","50","0.05","1","45","2951.2000000000003","2951.2000000000003","0"
"2","50","0","1","42","3511","3511","0"
"7","50","0.05","1","81","5701.950000000001","5701.950000000001","0"
"8","50","0.05","1","46","3010.7","3010.7","0"
"4","50","0","1","86","5819.000000000001","5819.000000000001","0"
"1","50","0","1","70","4254","4254","0"
"3","50","0","1","53","3407","3407","0"
"6","50","0.05","1","63","4673.700000000002","4673.700000000002","0"
"8","50","0.05","1","47","3078.6499999999996","3078.6499999999996","0"
"5","50","0","1","35","2501.9999999999995","2501.9999999999995","0"
"4","50","0","1","87","5978.000000000002","5978.000000000002","0"
"2","50","0","1","43","3672.000000000001","3672.000000000001","0"
