"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"vary p, tau=0"
"04/27/2018 21:22:46:141 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","56","0","30"
"[run number]","N","tau","p","[step]","total-wealth","sum [wealth] of turtles with [ strategy = 0 ]","sum [wealth] of turtles with [ strategy = 1 ]"
"4","50","0","0","71","3923","0","3923"
"2","50","0","0","53","3052.9999999999995","0","3052.9999999999995"
"3","50","0","0","36","2529.9999999999995","0","2529.9999999999995"
"8","50","0","0","51","2754.0000000000005","0","2754.0000000000005"
"5","50","0","0","50","2870.0000000000005","0","2870.0000000000005"
"7","50","0","0","64","3788","0","3788"
"6","50","0","0","67","3546.9999999999995","0","3546.9999999999995"
"4","50","0","0","72","3946.000000000001","0","3946.000000000001"
"8","50","0","0","52","2773","0","2773"
"7","50","0","0","65","3844.000000000001","0","3844.000000000001"
"4","50","0","0","73","4084","0","4084"
"3","50","0","0","37","2548.0000000000005","0","2548.0000000000005"
"2","50","0","0","54","3108.9999999999986","0","3108.9999999999986"
"6","50","0","0","68","3602","0","3602"
"8","50","0","0","53","2824.9999999999995","0","2824.9999999999995"
"1","50","0","0","36","2191.9999999999995","0","2191.9999999999995"
"5","50","0","0","51","2882.999999999999","0","2882.999999999999"
"3","50","0","0","38","2604","0","2604"
"2","50","0","0","55","3246.0000000000005","0","3246.0000000000005"
"6","50","0","0","69","3617","0","3617"
"4","50","0","0","74","4139","0","4139"
"1","50","0","0","37","2248","0","2248"
"8","50","0","0","54","2920","0","2920"
"3","50","0","0","39","2657.9999999999995","0","2657.9999999999995"
"7","50","0","0","66","3905.000000000001","0","3905.000000000001"
"6","50","0","0","70","3675.0000000000005","0","3675.0000000000005"
"3","50","0","0","40","2796.9999999999995","0","2796.9999999999995"
"1","50","0","0","38","2303","0","2303"
"5","50","0","0","52","2936.9999999999995","0","2936.9999999999995"
"4","50","0","0","75","4196","0","4196"
"3","50","0","0","41","2855.999999999999","0","2855.999999999999"
"8","50","0","0","55","2934.9999999999995","0","2934.9999999999995"
"7","50","0","0","67","3923.0000000000005","0","3923.0000000000005"
"3","50","0","0","42","2994.999999999999","0","2994.999999999999"
"1","50","0","0","39","2358.9999999999995","0","2358.9999999999995"
"8","50","0","0","56","3028.999999999999","0","3028.999999999999"
"6","50","0","0","71","3730.9999999999995","0","3730.9999999999995"
"5","50","0","0","53","2998.000000000001","0","2998.000000000001"
"2","50","0","0","56","3262","0","3262"
"3","50","0","0","43","3061.9999999999995","0","3061.9999999999995"
"4","50","0","0","76","4253","0","4253"
"6","50","0","0","72","3748","0","3748"
"2","50","0","0","57","3321.0000000000005","0","3321.0000000000005"
"3","50","0","0","44","3078","0","3078"
"1","50","0","0","40","2458.0000000000005","0","2458.0000000000005"
"7","50","0","0","68","3979","0","3979"
"5","50","0","0","54","3050.0000000000005","0","3050.0000000000005"
"6","50","0","0","73","3803","0","3803"
"3","50","0","0","45","3175.9999999999995","0","3175.9999999999995"
"1","50","0","0","41","2474","0","2474"
"4","50","0","0","77","4311.999999999999","0","4311.999999999999"
"8","50","0","0","57","3124.9999999999995","0","3124.9999999999995"
"6","50","0","0","74","3860.9999999999995","0","3860.9999999999995"
"5","50","0","0","55","3072.000000000001","0","3072.000000000001"
"4","50","0","0","78","4330","0","4330"
"3","50","0","0","46","3314.0000000000005","0","3314.0000000000005"
"1","50","0","0","42","2530","0","2530"
"7","50","0","0","69","3993.999999999999","0","3993.999999999999"
"2","50","0","0","58","3339.9999999999995","0","3339.9999999999995"
"6","50","0","0","75","3956.999999999999","0","3956.999999999999"
"3","50","0","0","47","3366.9999999999995","0","3366.9999999999995"
