"BehaviorSpace results (NetLogo 6.0.2)"
"basic.nlogo"
"vary tau, measure agent variance"
"05/14/2018 23:04:25:507 -0700"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","106","0","15"
"[run number]","N","tau","p","[step]","total-wealth","get-for-pool recent-agent-history 0","get-for-pool recent-agent-history 1","get-for-pool recent-agent-history 2","agent-variance"
"237","50","0.725","0","96","5240.575000000001","14","18","18","0"
"241","50","0.75","0","28","1888.2499999999995","16","16","18","0"
"239","50","0.725","0","52","1679.225","6","21","23","169.89629629629633"
"242","50","0.75","0","5","256.5","21","16","13","0"
"237","50","0.725","0","97","5254.575000000002","14","18","18","0"
"238","50","0.725","0","92","5098.575000000001","17","20","13","0"
"240","50","0.725","0","43","2585.0249999999996","16","17","17","0"
"235","50","0.725","0","100","6106.050000000003","17","18","15","0"
"239","50","0.725","0","53","1751.45","6","40","4","197.8962962962963"
"242","50","0.75","0","6","277.5","21","16","13","0"
"241","50","0.75","0","29","1944.2499999999993","16","16","18","0"
"237","50","0.725","0","98","5268.575000000001","14","18","18","0"
"243","50","0.75","0","0","0","0","0","0","0"
"240","50","0.725","0","44","2601.024999999999","16","17","17","0"
"238","50","0.725","0","93","5115.575000000003","17","20","13","0"
"243","50","0.75","0","1","18","18","16","16","0"
"241","50","0.75","0","30","2000.2499999999993","16","16","18","0"
"239","50","0.725","0","54","1796","6","42","2","196.7111111111111"
"243","50","0.75","0","2","45.24999999999999","12","15","23","0"
"240","50","0.725","0","45","2657.025","16","17","17","0"
"237","50","0.725","0","99","5322.575","14","18","18","0"
"238","50","0.725","0","94","5172.575000000002","17","20","13","0"
"243","50","0.75","0","3","161.00000000000003","19","13","18","0"
"241","50","0.75","0","31","2056.2499999999995","16","16","18","0"
"232","50","0.7","0","73","3206.8","9","23","18","0"
"242","50","0.75","0","7","298.5","21","16","13","0"
"243","50","0.75","0","4","153.5","18","18","14","0"
"239","50","0.725","0","55","1911.8500000000001","6","28","16","163.2888888888889"
"240","50","0.725","0","46","2713.0249999999996","16","17","17","0"
"237","50","0.725","0","100","5336.575000000003","14","18","18","0"
"238","50","0.725","0","95","5229.575000000001","17","20","13","0"
"241","50","0.75","0","32","2152.2499999999995","16","16","18","0"
"243","50","0.75","0","5","211.50000000000006","18","18","14","0"
"242","50","0.75","0","8","319.5","21","16","13","0"
"232","50","0.7","0","74","3215.7999999999997","9","23","18","0"
"244","50","0.75","0","0","0","0","0","0","0"
"239","50","0.725","0","56","1940.4500000000005","6","4","40","196.06666666666663"
"240","50","0.725","0","47","2849.025","16","17","17","0"
"241","50","0.75","0","33","2168.2500000000005","16","16","18","0"
"238","50","0.725","0","96","5286.575","17","20","13","0"
"244","50","0.75","0","1","19","19","17","14","0"
"243","50","0.75","0","6","229.50000000000006","18","18","14","0"
"242","50","0.75","0","9","380.5","21","16","13","0"
"232","50","0.7","0","75","3304.8000000000006","9","23","18","0"
"244","50","0.75","0","2","87.74999999999999","18","18","14","0"
"239","50","0.725","0","57","2024.275","6","1","43","199.4074074074074"
"243","50","0.75","0","7","247.50000000000006","18","18","14","0"
"241","50","0.75","0","34","2184.2499999999995","16","16","18","0"
"240","50","0.725","0","48","2945.0249999999996","16","17","17","0"
"242","50","0.75","0","10","441.4999999999999","21","16","13","10.703703703703704"
"238","50","0.725","0","97","5343.575000000001","17","20","13","0"
"244","50","0.75","0","3","200.49999999999991","19","10","21","0"
"243","50","0.75","0","8","385.50000000000006","18","18","14","0"
"242","50","0.75","0","11","542.5000000000001","21","16","13","4.777777777777778"
"239","50","0.725","0","58","2022.3000000000004","6","12","32","165.25185185185185"
"241","50","0.75","0","35","2200.2499999999995","16","16","18","0"
"244","50","0.75","0","4","272.5","19","16","15","0"
"232","50","0.7","0","76","3313.800000000001","9","23","18","0"
"240","50","0.725","0","49","3081.0249999999996","16","17","17","0"
"238","50","0.725","0","98","5440.575","17","20","13","0"
"243","50","0.75","0","9","523.4999999999999","18","18","14","0"
"242","50","0.75","0","12","603.4999999999999","21","16","13","2.0666666666666664"
"244","50","0.75","0","5","291.4999999999999","19","16","15","0"
"241","50","0.75","0","36","2256.25","16","16","18","0"
"239","50","0.725","0","59","2049.450000000001","6","38","6","194.5851851851852"
"240","50","0.725","0","50","3137.0249999999996","16","17","17","0"
"232","50","0.7","0","77","3442.7999999999993","9","23","18","0"
"238","50","0.725","0","99","5497.575000000001","17","20","13","0"
"243","50","0.75","0","10","581.5","18","18","14","5.222222222222222"
"242","50","0.75","0","13","744.4999999999998","21","16","13","0"
"244","50","0.75","0","6","310.5","19","16","15","0"
"241","50","0.75","0","37","2312.2500000000005","16","16","18","0"
"240","50","0.725","0","51","3233.0250000000005","16","17","17","0"
"239","50","0.725","0","60","2052.5500000000006","6","42","2","201.1037037037037"
"243","50","0.75","0","11","599.5","18","18","14","5.266666666666667"
"244","50","0.75","0","7","329.5","19","16","15","0"
"242","50","0.75","0","14","765.4999999999997","21","16","13","0"
"238","50","0.725","0","100","5554.574999999999","17","20","13","0"
"232","50","0.7","0","78","3451.7999999999997","9","23","18","0"
"241","50","0.75","0","38","2408.249999999999","16","16","18","0"
"240","50","0.725","0","52","3249.0249999999996","16","17","17","0"
"239","50","0.725","0","61","2054.2","6","36","8","169.2148148148148"
"245","50","0.75","0","0","0","0","0","0","0"
"243","50","0.75","0","12","697.5000000000002","18","18","14","1.4000000000000001"
"244","50","0.75","0","8","348.5","19","16","15","0"
"242","50","0.75","0","15","826.4999999999999","21","16","13","0"
"245","50","0.75","0","1","9","9","20","21","0"
"241","50","0.75","0","39","2464.2499999999995","16","16","18","0"
"240","50","0.725","0","53","3345.025","16","17","17","0"
"244","50","0.75","0","9","487.5","19","16","15","0"
"243","50","0.75","0","13","835.5","18","18","14","0"
"242","50","0.75","0","16","847.4999999999999","21","16","13","0"
"245","50","0.75","0","2","42.75","20","15","15","0"
"239","50","0.725","0","62","2118.4500000000007","6","6","38","196.21481481481484"
"241","50","0.75","0","40","2480.249999999999","16","16","18","0"
"245","50","0.75","0","3","31.499999999999993","15","20","15","0"
"244","50","0.75","0","10","546.5000000000001","19","16","15","2.866666666666667"
"243","50","0.75","0","14","853.5","18","18","14","0"
"242","50","0.75","0","17","868.4999999999999","21","16","13","0"
"240","50","0.725","0","54","3361.024999999999","16","17","17","0"
"245","50","0.75","0","4","62.99999999999998","17","20","13","0"
"239","50","0.725","0","63","2161.550000000001","6","2","42","207.47407407407408"
"241","50","0.75","0","41","2536.250000000001","16","16","18","0"
"242","50","0.75","0","18","889.4999999999998","21","16","13","0"
"244","50","0.75","0","11","645.5000000000001","19","16","15","2.733333333333334"
"240","50","0.725","0","55","3457.0250000000005","16","17","17","0"
"232","50","0.7","0","79","3460.8000000000006","9","23","18","0"
"245","50","0.75","0","5","79.99999999999999","17","20","13","0"
"243","50","0.75","0","15","911.5000000000005","18","18","14","0"
"239","50","0.725","0","64","2163.925","6","7","37","180.77037037037033"
"241","50","0.75","0","42","2632.25","16","16","18","0"
"244","50","0.75","0","12","664.4999999999998","19","16","15","2.4"
"245","50","0.75","0","6","137.00000000000003","17","20","13","0"
"240","50","0.725","0","56","3513.0250000000005","16","17","17","0"
"239","50","0.725","0","65","2230.3500000000004","6","34","10","192.4148148148148"
"232","50","0.7","0","80","3469.7999999999993","9","23","18","0"
"243","50","0.75","0","16","969.5","18","18","14","0"
"244","50","0.75","0","13","683.5","19","16","15","0"
"241","50","0.75","0","43","2688.2499999999986","16","16","18","0"
"242","50","0.75","0","19","910.4999999999997","21","16","13","0"
"245","50","0.75","0","7","234","17","20","13","0"
"240","50","0.725","0","57","3529.025000000002","16","17","17","0"
"244","50","0.75","0","14","742.5000000000001","19","16","15","0"
"242","50","0.75","0","20","1011.4999999999999","21","16","13","0"
"241","50","0.75","0","44","2704.25","16","16","18","0"
"245","50","0.75","0","8","290.99999999999994","17","20","13","0"
"240","50","0.725","0","58","3625.025","16","17","17","0"
"242","50","0.75","0","21","1032.5","21","16","13","0"
"243","50","0.75","0","17","1107.5000000000002","18","18","14","0"
"244","50","0.75","0","15","761.4999999999997","19","16","15","0"
"241","50","0.75","0","45","2720.2499999999995","16","16","18","0"
"245","50","0.75","0","9","388.0000000000001","17","20","13","0"
"239","50","0.725","0","66","2270.5499999999997","6","42","2","208.74074074074073"
"242","50","0.75","0","22","1173.5","21","16","13","0"
"244","50","0.75","0","16","780.4999999999999","19","16","15","0"
"240","50","0.725","0","59","3681.025","16","17","17","0"
"245","50","0.75","0","10","405.0000000000001","17","20","13","5.637037037037037"
"241","50","0.75","0","46","2816.25","16","16","18","0"
"243","50","0.75","0","18","1125.5000000000002","18","18","14","0"
"242","50","0.75","0","23","1194.4999999999998","21","16","13","0"
"244","50","0.75","0","17","879.5","19","16","15","0"
"240","50","0.725","0","60","3697.025","16","17","17","0"
"239","50","0.725","0","67","2275.100000000001","6","40","4","188.80740740740737"
"245","50","0.75","0","11","462.00000000000017","17","20","13","1.548148148148148"
"243","50","0.75","0","19","1183.5000000000002","18","18","14","0"
"241","50","0.75","0","47","2952.2499999999995","16","16","18","0"
"242","50","0.75","0","24","1295.5","21","16","13","0"
"244","50","0.75","0","18","1018.5000000000001","19","16","15","0"
"245","50","0.75","0","12","479.00000000000006","17","20","13","0.26666666666666666"
"240","50","0.725","0","61","3753.024999999999","16","17","17","0"
"239","50","0.725","0","68","2262.975000000001","6","15","29","183.22962962962958"
"243","50","0.75","0","20","1201.4999999999998","18","18","14","0"
"241","50","0.75","0","48","3048.2499999999995","16","16","18","0"
"242","50","0.75","0","25","1316.5","21","16","13","0"
"244","50","0.75","0","19","1157.5000000000002","19","16","15","0"
"245","50","0.75","0","13","615.9999999999999","17","20","13","0"
"240","50","0.725","0","62","3809.025","16","17","17","0"
"243","50","0.75","0","21","1259.4999999999998","18","18","14","0"
"241","50","0.75","0","49","3064.25","16","16","18","0"
"239","50","0.725","0","69","2339.550000000001","6","2","42","206.6962962962963"
"242","50","0.75","0","26","1377.5","21","16","13","0"
"244","50","0.75","0","20","1216.5000000000002","19","16","15","0"
"245","50","0.75","0","14","753.0000000000001","17","20","13","0"
"243","50","0.75","0","22","1317.4999999999998","18","18","14","0"
"240","50","0.725","0","63","3905.025","16","17","17","0"
"242","50","0.75","0","27","1398.4999999999998","21","16","13","0"
"241","50","0.75","0","50","3080.25","16","16","18","0"
"244","50","0.75","0","21","1275.5000000000005","19","16","15","0"
"245","50","0.75","0","15","770.0000000000001","17","20","13","0"
"232","50","0.7","0","81","3598.8","9","23","18","0"
"239","50","0.725","0","70","2344.8250000000003","6","3","41","196.0074074074074"
"243","50","0.75","0","23","1375.5","18","18","14","0"
"240","50","0.725","0","64","4041.0249999999996","16","17","17","0"
"242","50","0.75","0","28","1459.5","21","16","13","0"
"241","50","0.75","0","51","3136.250000000001","16","16","18","0"
"244","50","0.75","0","22","1334.5000000000002","19","16","15","0"
"245","50","0.75","0","16","827","17","20","13","0"
"243","50","0.75","0","24","1393.4999999999998","18","18","14","0"
"232","50","0.7","0","82","3727.8","9","23","18","0"
"239","50","0.725","0","71","2375.6000000000004","6","24","20","174.85185185185185"
"242","50","0.75","0","29","1480.5000000000002","21","16","13","0"
"240","50","0.725","0","65","4177.025","16","17","17","0"
"244","50","0.75","0","23","1393.5000000000005","19","16","15","0"
"245","50","0.75","0","17","884","17","20","13","0"
"242","50","0.75","0","30","1621.5000000000002","21","16","13","0"
"243","50","0.75","0","25","1451.5","18","18","14","0"
"232","50","0.7","0","83","3736.800000000003","9","23","18","0"
"244","50","0.75","0","24","1492.5000000000002","19","16","15","0"
"239","50","0.725","0","72","2409.275000000001","6","41","3","196.88888888888889"
"240","50","0.725","0","66","4193.025","16","17","17","0"
"242","50","0.75","0","31","1682.5000000000002","21","16","13","0"
"245","50","0.75","0","18","1020.9999999999998","17","20","13","0"
"242","50","0.75","0","32","1783.5000000000002","21","16","13","0"
"244","50","0.75","0","25","1511.5000000000002","19","16","15","0"
"243","50","0.75","0","26","1509.5000000000002","18","18","14","0"
"241","50","0.75","0","52","3232.25","16","16","18","0"
"245","50","0.75","0","19","1077.9999999999998","17","20","13","0"
"232","50","0.7","0","84","3745.8000000000006","9","23","18","0"
"240","50","0.725","0","67","4329.025000000001","16","17","17","0"
"239","50","0.725","0","73","2414.5500000000006","6","42","2","190.96296296296296"
"242","50","0.75","0","33","1924.5000000000005","21","16","13","0"
"244","50","0.75","0","26","1530.5000000000005","19","16","15","0"
"243","50","0.75","0","27","1527.5000000000002","18","18","14","0"
"245","50","0.75","0","20","1215.0000000000002","17","20","13","0"
"241","50","0.75","0","53","3248.25","16","16","18","0"
"240","50","0.725","0","68","4385.025","16","17","17","0"
"232","50","0.7","0","85","3794.8","9","23","18","0"
"239","50","0.725","0","74","2487.5000000000005","6","24","20","164.8962962962963"
"244","50","0.75","0","27","1669.5000000000002","19","16","15","0"
"242","50","0.75","0","34","1985.5000000000005","21","16","13","0"
"243","50","0.75","0","28","1585.5000000000005","18","18","14","0"
"245","50","0.75","0","21","1271.9999999999998","17","20","13","0"
"241","50","0.75","0","54","3304.250000000001","16","16","18","0"
"240","50","0.725","0","69","4441.025","16","17","17","0"
"244","50","0.75","0","28","1728.5","19","16","15","0"
"243","50","0.75","0","29","1603.5","18","18","14","0"
"242","50","0.75","0","35","2046.5000000000007","21","16","13","0"
"239","50","0.725","0","75","2518.275000000002","6","3","41","195.43703703703704"
"245","50","0.75","0","22","1329","17","20","13","0"
"241","50","0.75","0","55","3360.2499999999995","16","16","18","0"
"240","50","0.725","0","70","4497.025000000001","16","17","17","0"
"244","50","0.75","0","29","1747.5000000000002","19","16","15","0"
"243","50","0.75","0","30","1701.5","18","18","14","0"
"242","50","0.75","0","36","2107.5000000000005","21","16","13","0"
"245","50","0.75","0","23","1346","17","20","13","0"
"239","50","0.725","0","76","2522.8250000000007","6","1","43","195.74074074074073"
"241","50","0.75","0","56","3416.25","16","16","18","0"
"232","50","0.7","0","86","3843.8000000000006","9","23","18","0"
"244","50","0.75","0","30","1886.500000000001","19","16","15","0"
"240","50","0.725","0","71","4513.025","16","17","17","0"
"243","50","0.75","0","31","1719.4999999999998","18","18","14","0"
"245","50","0.75","0","24","1443.0000000000002","17","20","13","0"
"242","50","0.75","0","37","2168.500000000001","21","16","13","0"
"239","50","0.725","0","77","2557.9500000000003","6","16","28","161.25185185185182"
"241","50","0.75","0","57","3432.249999999999","16","16","18","0"
"244","50","0.75","0","31","1905.500000000001","19","16","15","0"
"243","50","0.75","0","32","1777.4999999999993","18","18","14","0"
"245","50","0.75","0","25","1460","17","20","13","0"
"240","50","0.725","0","72","4649.025000000002","16","17","17","0"
"232","50","0.7","0","87","3852.8000000000015","9","23","18","0"
"242","50","0.75","0","38","2269.4999999999995","21","16","13","0"
"241","50","0.75","0","58","3448.25","16","16","18","0"
"244","50","0.75","0","32","1924.5000000000007","19","16","15","0"
"239","50","0.725","0","78","2587.2749999999996","6","39","5","192.1851851851852"
"245","50","0.75","0","26","1477.0000000000005","17","20","13","0"
"243","50","0.75","0","33","1835.4999999999998","18","18","14","0"
"242","50","0.75","0","39","2370.5","21","16","13","0"
"240","50","0.725","0","73","4705.025000000001","16","17","17","0"
"232","50","0.7","0","88","3861.800000000002","9","23","18","0"
"241","50","0.75","0","59","3504.250000000001","16","16","18","0"
"244","50","0.75","0","33","1983.500000000001","19","16","15","0"
"245","50","0.75","0","27","1534.0000000000002","17","20","13","0"
"239","50","0.725","0","79","2591.1000000000004","6","42","2","195.14814814814815"
"243","50","0.75","0","34","1973.5","18","18","14","0"
"242","50","0.75","0","40","2511.5","21","16","13","0"
"240","50","0.725","0","74","4761.025000000002","16","17","17","0"
"245","50","0.75","0","28","1591.0000000000007","17","20","13","0"
"232","50","0.7","0","89","3910.800000000001","9","23","18","0"
"244","50","0.75","0","34","2082.5000000000005","19","16","15","0"
"241","50","0.75","0","60","3560.25","16","16","18","0"
"243","50","0.75","0","35","2031.4999999999998","18","18","14","0"
"239","50","0.725","0","80","2631.3000000000015","6","34","10","165.0666666666667"
"242","50","0.75","0","41","2572.5","21","16","13","0"
"240","50","0.725","0","75","4897.025","16","17","17","0"
"245","50","0.75","0","29","1648.0000000000002","17","20","13","0"
"244","50","0.75","0","35","2101.5000000000005","19","16","15","0"
"241","50","0.75","0","61","3616.2500000000005","16","16","18","0"
"243","50","0.75","0","36","2089.4999999999995","18","18","14","0"
"239","50","0.725","0","81","2616.2750000000005","6","5","39","196.45185185185179"
"242","50","0.75","0","42","2633.5","21","16","13","0"
"240","50","0.725","0","76","4913.0250000000015","16","17","17","0"
"245","50","0.75","0","30","1705.0000000000005","17","20","13","0"
"244","50","0.75","0","36","2160.5000000000005","19","16","15","0"
"243","50","0.75","0","37","2107.4999999999995","18","18","14","0"
"241","50","0.75","0","62","3632.250000000001","16","16","18","0"
"242","50","0.75","0","43","2774.4999999999995","21","16","13","0"
"245","50","0.75","0","31","1722.0000000000005","17","20","13","0"
"239","50","0.725","0","82","2699.375","6","1","43","206.5259259259259"
"240","50","0.725","0","77","4929.025000000001","16","17","17","0"
"244","50","0.75","0","37","2179.5","19","16","15","0"
"243","50","0.75","0","38","2205.4999999999995","18","18","14","0"
"241","50","0.75","0","63","3648.250000000001","16","16","18","0"
"242","50","0.75","0","44","2835.5","21","16","13","0"
"245","50","0.75","0","32","1739.0000000000005","17","20","13","0"
"239","50","0.725","0","83","2741.0249999999996","6","7","37","177.7481481481481"
"240","50","0.725","0","78","5065.024999999999","16","17","17","0"
"244","50","0.75","0","38","2238.5000000000005","19","16","15","0"
"243","50","0.75","0","39","2263.4999999999995","18","18","14","0"
"241","50","0.75","0","64","3704.25","16","16","18","0"
"245","50","0.75","0","33","1756.0000000000005","17","20","13","0"
"242","50","0.75","0","45","2896.5","21","16","13","0"
"240","50","0.725","0","79","5081.025000000001","16","17","17","0"
"243","50","0.75","0","40","2321.4999999999995","18","18","14","0"
"244","50","0.75","0","39","2377.5000000000005","19","16","15","0"
"239","50","0.725","0","84","2725.9999999999995","6","36","8","199.43703703703704"
"241","50","0.75","0","65","3720.25","16","16","18","0"
"245","50","0.75","0","34","1813","17","20","13","0"
"242","50","0.75","0","46","2957.5","21","16","13","0"
"243","50","0.75","0","41","2379.5","18","18","14","0"
"244","50","0.75","0","40","2436.500000000001","19","16","15","0"
"240","50","0.725","0","80","5137.0250000000015","16","17","17","0"
"241","50","0.75","0","66","3776.2499999999995","16","16","18","0"
"239","50","0.725","0","85","2808.374999999999","6","41","3","209.00740740740744"
"245","50","0.75","0","35","1910.0000000000005","17","20","13","0"
"242","50","0.75","0","47","2978.5000000000005","21","16","13","0"
"243","50","0.75","0","42","2397.5000000000005","18","18","14","0"
"244","50","0.75","0","41","2575.5000000000014","19","16","15","0"
"240","50","0.725","0","81","5233.0250000000015","16","17","17","0"
"241","50","0.75","0","67","3792.249999999999","16","16","18","0"
"245","50","0.75","0","36","2047.0000000000007","17","20","13","0"
"242","50","0.75","0","48","2999.4999999999995","21","16","13","0"
"239","50","0.725","0","86","2812.2000000000007","6","38","6","184.0666666666667"
"243","50","0.75","0","43","2495.5000000000014","18","18","14","0"
"244","50","0.75","0","42","2634.500000000001","19","16","15","0"
"240","50","0.725","0","82","5289.025","16","17","17","0"
"241","50","0.75","0","68","3808.25","16","16","18","0"
"245","50","0.75","0","37","2184","17","20","13","0"
"242","50","0.75","0","49","3020.5","21","16","13","0"
"239","50","0.725","0","87","2839.350000000001","6","12","32","191"
"243","50","0.75","0","44","2553.499999999999","18","18","14","0"
"244","50","0.75","0","43","2693.500000000001","19","16","15","0"
"241","50","0.75","0","69","3824.2500000000014","16","16","18","0"
"240","50","0.725","0","83","5345.025000000001","16","17","17","0"
"242","50","0.75","0","50","3041.4999999999995","21","16","13","0"
"245","50","0.75","0","38","2241","17","20","13","0"
"239","50","0.725","0","88","2838.100000000001","6","2","42","208.26666666666665"
"243","50","0.75","0","45","2651.5","18","18","14","0"
"244","50","0.75","0","44","2712.5000000000014","19","16","15","0"
"232","50","0.7","0","90","3919.8000000000006","9","23","18","0"
"241","50","0.75","0","70","3880.25","16","16","18","0"
"242","50","0.75","0","51","3062.499999999999","21","16","13","0"
"245","50","0.75","0","39","2338","17","20","13","0"
"240","50","0.725","0","84","5481.0250000000015","16","17","17","0"
"243","50","0.75","0","46","2709.5000000000005","18","18","14","0"
"239","50","0.725","0","89","2842.65","6","4","40","190.8148148148148"
"244","50","0.75","0","45","2771.500000000001","19","16","15","0"
"245","50","0.75","0","40","2355","17","20","13","0"
"241","50","0.75","0","71","3936.2499999999995","16","16","18","0"
"242","50","0.75","0","52","3123.4999999999995","21","16","13","0"
"240","50","0.725","0","85","5497.025000000002","16","17","17","0"
"232","50","0.7","0","91","3968.7999999999993","9","23","18","0"
"243","50","0.75","0","47","2767.4999999999995","18","18","14","0"
"244","50","0.75","0","46","2830.500000000001","19","16","15","0"
"239","50","0.725","0","90","2871.975000000001","6","27","17","177.4888888888889"
"245","50","0.75","0","41","2491.9999999999995","17","20","13","0"
"242","50","0.75","0","53","3144.4999999999995","21","16","13","0"
"241","50","0.75","0","72","3952.25","16","16","18","0"
"240","50","0.725","0","86","5593.0250000000015","16","17","17","0"
"243","50","0.75","0","48","2825.499999999999","18","18","14","0"
"232","50","0.7","0","92","3977.8000000000006","9","23","18","0"
"244","50","0.75","0","47","2889.500000000001","19","16","15","0"
"239","50","0.725","0","91","2868.5500000000006","6","40","4","195.37777777777777"
"245","50","0.75","0","42","2549","17","20","13","0"
"241","50","0.75","0","73","3968.2499999999986","16","16","18","0"
"242","50","0.75","0","54","3285.5","21","16","13","0"
"240","50","0.725","0","87","5689.025000000001","16","17","17","0"
"243","50","0.75","0","49","2843.5","18","18","14","0"
"244","50","0.75","0","48","2948.5000000000014","19","16","15","0"
"232","50","0.7","0","93","3986.8000000000006","9","23","18","0"
"245","50","0.75","0","43","2605.999999999999","17","20","13","0"
"241","50","0.75","0","74","3984.25","16","16","18","0"
"242","50","0.75","0","55","3426.5","21","16","13","0"
"239","50","0.725","0","92","2953.8250000000003","6","41","3","184.71111111111114"
"243","50","0.75","0","50","2901.5","18","18","14","0"
"240","50","0.725","0","88","5785.025000000001","16","17","17","0"
"244","50","0.75","0","49","2967.500000000001","19","16","15","0"
"241","50","0.75","0","75","4000.25","16","16","18","0"
"245","50","0.75","0","44","2742.9999999999995","17","20","13","0"
"242","50","0.75","0","56","3487.5","21","16","13","0"
"232","50","0.7","0","94","4035.8000000000015","9","23","18","0"
"239","50","0.725","0","93","3064.5999999999995","6","20","24","161.69629629629625"
"241","50","0.75","0","76","4016.25","16","16","18","0"
"240","50","0.725","0","89","5841.0250000000015","16","17","17","0"
"245","50","0.75","0","45","2800","17","20","13","0"
"242","50","0.75","0","57","3548.5","21","16","13","0"
"241","50","0.75","0","77","4032.2499999999995","16","16","18","0"
"244","50","0.75","0","50","2986.500000000001","19","16","15","0"
"243","50","0.75","0","51","2999.5","18","18","14","0"
"239","50","0.725","0","94","3137.5500000000006","6","2","42","188.8962962962963"
"240","50","0.725","0","90","5977.025000000002","16","17","17","0"
"245","50","0.75","0","46","2817","17","20","13","0"
"242","50","0.75","0","58","3569.4999999999995","21","16","13","0"
"244","50","0.75","0","51","3005.5000000000014","19","16","15","0"
"243","50","0.75","0","52","3097.499999999999","18","18","14","0"
"241","50","0.75","0","78","4128.25","16","16","18","0"
"245","50","0.75","0","47","2834","17","20","13","0"
"240","50","0.725","0","91","6073.025000000002","16","17","17","0"
"242","50","0.75","0","59","3630.5000000000005","21","16","13","0"
"232","50","0.7","0","95","4084.8000000000015","9","23","18","0"
"243","50","0.75","0","53","3195.499999999999","18","18","14","0"
"244","50","0.75","0","52","3064.500000000001","19","16","15","0"
"241","50","0.75","0","79","4184.250000000001","16","16","18","0"
"239","50","0.725","0","95","3182.8250000000007","6","1","43","187.11851851851853"
"245","50","0.75","0","48","2850.9999999999995","17","20","13","0"
"242","50","0.75","0","60","3691.5","21","16","13","0"
"240","50","0.725","0","92","6129.025000000004","16","17","17","0"
"243","50","0.75","0","54","3253.4999999999986","18","18","14","0"
"232","50","0.7","0","96","4133.800000000002","9","23","18","0"
"244","50","0.75","0","53","3203.500000000001","19","16","15","0"
"241","50","0.75","0","80","4280.25","16","16","18","0"
"239","50","0.725","0","96","3214.325","6","21","23","157.77777777777777"
"245","50","0.75","0","49","2948.0000000000005","17","20","13","0"
"242","50","0.75","0","61","3712.5000000000005","21","16","13","0"
"243","50","0.75","0","55","3311.499999999999","18","18","14","0"
"244","50","0.75","0","54","3222.5000000000014","19","16","15","0"
"240","50","0.725","0","93","6145.0250000000015","16","17","17","0"
"241","50","0.75","0","81","4296.25","16","16","18","0"
"232","50","0.7","0","97","4142.800000000001","9","23","18","0"
"245","50","0.75","0","50","2965.0000000000005","17","20","13","0"
"239","50","0.725","0","97","3246.55","6","40","4","189.30370370370372"
"242","50","0.75","0","62","3773.5000000000005","21","16","13","0"
"243","50","0.75","0","56","3369.4999999999995","18","18","14","0"
"244","50","0.75","0","55","3241.500000000001","19","16","15","0"
"240","50","0.725","0","94","6201.025000000003","16","17","17","0"
"241","50","0.75","0","82","4432.250000000001","16","16","18","0"
"232","50","0.7","0","98","4231.800000000001","9","23","18","0"
"245","50","0.75","0","51","3022","17","20","13","0"
"239","50","0.725","0","98","3251.0999999999985","6","42","2","190.4888888888889"
"242","50","0.75","0","63","3794.5","21","16","13","0"
"243","50","0.75","0","57","3387.4999999999995","18","18","14","0"
"244","50","0.75","0","56","3260.5000000000014","19","16","15","0"
"241","50","0.75","0","83","4488.25","16","16","18","0"
"240","50","0.725","0","95","6257.025000000004","16","17","17","0"
"245","50","0.75","0","52","3119","17","20","13","0"
"242","50","0.75","0","64","3855.5","21","16","13","0"
"232","50","0.7","0","99","4240.8","9","23","18","0"
"239","50","0.725","0","99","3286.9500000000003","6","28","16","158.48888888888888"
"243","50","0.75","0","58","3525.5000000000005","18","18","14","0"
"244","50","0.75","0","57","3319.5000000000014","19","16","15","0"
"241","50","0.75","0","84","4544.25","16","16","18","0"
"240","50","0.725","0","96","6313.0250000000015","16","17","17","0"
"245","50","0.75","0","53","3136.0000000000005","17","20","13","0"
"242","50","0.75","0","65","3876.5","21","16","13","0"
"239","50","0.725","0","100","3395.5499999999997","6","4","40","191.02962962962965"
"243","50","0.75","0","59","3583.499999999999","18","18","14","0"
"244","50","0.75","0","58","3338.5000000000014","19","16","15","0"
"241","50","0.75","0","85","4680.250000000001","16","16","18","0"
"240","50","0.725","0","97","6329.0250000000015","16","17","17","0"
"242","50","0.75","0","66","3937.5","21","16","13","0"
"246","50","0.75","0","0","0","0","0","0","0"
"245","50","0.75","0","54","3152.9999999999995","17","20","13","0"
"243","50","0.75","0","60","3641.4999999999995","18","18","14","0"
"244","50","0.75","0","59","3397.5000000000014","19","16","15","0"
"246","50","0.75","0","1","57.999999999999986","18","15","17","0"
"241","50","0.75","0","86","4776.249999999999","16","16","18","0"
"246","50","0.75","0","2","49.749999999999986","15","18","17","0"
"242","50","0.75","0","67","3998.5","21","16","13","0"
"240","50","0.725","0","98","6385.025000000002","16","17","17","0"
"245","50","0.75","0","55","3210.0000000000005","17","20","13","0"
"244","50","0.75","0","60","3416.5000000000005","19","16","15","0"
"243","50","0.75","0","61","3699.4999999999995","18","18","14","0"
"246","50","0.75","0","3","84.25000000000003","17","13","20","0"
"241","50","0.75","0","87","4792.249999999999","16","16","18","0"
"242","50","0.75","0","68","4139.5","21","16","13","0"
"246","50","0.75","0","4","72.99999999999997","15","22","13","0"
"240","50","0.725","0","99","6401.025000000003","16","17","17","0"
"245","50","0.75","0","56","3267","17","20","13","0"
"244","50","0.75","0","61","3435.500000000001","19","16","15","0"
